ACCE_ABSORB_COST	Combinatiekosten: %d
GUILD_DONATE_FAIL_TIME	Je kunt 24 uur na het lid worden van een gilde niet doneren.
GUILD_DONATE_QUESTION_HIGH	Wil je een Grote Donatie doen?
GUILD_DONATE_QUESTION_MIDDLE	Wil je een Gemiddelde Donatie doen?
GUILD_DONATE_QUESTION_NORMAL	Wil je een Kleine Donatie doen?
GUILD_DO_YOU_HEAL_GSP	Wil je %d Yang gebruiken om %d Drakengeest te herstellen?
GUILD_DO_YOU_JOIN	 heeft je uitgenodigd. Wil je je aansluiten bij de Gilde?
GUILD_DRAGONLAIR_MIN	min.
GUILD_DRAGONLAIR_OVERALL_RANKING_BOARD_TITLE_RED	Algemene Ranglijst: Meley's Hol
GUILD_DRAGONLAIR_OVERALL_RANKING_BOARD_TITLE_WHITE	Algemene Ranglijst: Balathor's Crypte
GUILD_DRAGONLAIR_PARTY_ALL	Algemene Ranglijst
GUILD_DRAGONLAIR_PARTY_LINE_FOUR	11de Plaats en Lager: 100 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_HELP	Help
GUILD_DRAGONLAIR_PARTY_LINE_ONE	1ste Plaats: 400 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_THREE	4de-10de Plaats: 200 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_TWO	2de-3de Plaats: 300 Gaya
GUILD_DRAGONLAIR_PARTY_MEMBER	Leden
GUILD_DRAGONLAIR_PARTY_NOW	Wekelijkse Ranglijst
GUILD_DRAGONLAIR_PARTY_PAST	Vorige Ranglijst
GUILD_DRAGONLAIR_PARTY_TIME	Tijd
GUILD_DRAGONLAIR_PARTY_TOOLTIP_TITLE	Beloning
GUILD_DRAGONLAIR_RANKING_FAIL	MISLUKT
GUILD_DRAGONLAIR_RANKING_NONE	NIEUW
GUILD_DRAGONLAIR_RANKING_SUCCESS	SUCCES!
GUILD_DRAGONLAIR_SECOND	sec.
GUILD_DRAGONLAIR_WEEKLY_RANKING_BOARD_TITLE_RED	Huidige Ranglijst: Meley's Hol
GUILD_DRAGONLAIR_WEEKLY_RANKING_BOARD_TITLE_WHITE	Huidige Ranglijst: Balathor's Crypte
GUILD_DRAGON_LAIR_DUNGEON_APPLY_SUCCESS	Je hebt je geregistreerd voor Balathor's Crypte. Praat met Draken Kijker Dolnarr om binnen te gaan. Daarna heb je 10 minuten om het gevecht te starten.
GUILD_DRAGON_LAIR_DUNGEON_START	De strijd om Balathor's Crypt is begonnen. De tijdslimiet in deze kerker is één uur.
GUILD_EMPTY_AREA	Leeg Land
GUILD_ENEMY_GUILD_NAME	Gilde naam van de vijand
GUILD_FACILITY	Bijgebouw
GUILD_GEM	Edelsteen
GUILD_HEADQUARTER	Hoofdgebouw
GUILD_HEAL_GSP	Herstel Drakengeest
GUILD_INFO_ENEMY_GUILD_EMPTY	Geen
GUILD_LAND_BASEINFO_LAND_LOCATION_MESSAGE	Het gildegebied kan gevonden worden in %s op de coördinaten %d, %d.
GUILD_LAND_TEXT	Gilde Gebied
GUILD_MARK_NOT_ENOUGH_LEVEL	Minstens level 3 nodig.
GUILD_MARK_UPLOAD_NOTICE	Wacht een moment zodat je gildelogo's kunt toevoegen.
GUILD_MEMBEROUT_AUTH	Je kunt geen leden verwijderen.
GUILD_MEMBEROUT_NOMAL	Wil je dit lid verwijderen?
GUILD_MEMBER_JOB	Klasse
GUILD_MEMBER_KNIGHT	Strijder
GUILD_MEMBER_LEVEL	Level
GUILD_MEMBER_NAME	Lid
GUILD_MEMBER_RANK	Rang
GUILD_MEMBER_SPECIFIC_GRAVITY	ERV gedoneerd
GUILD_MESSAGE_NOT_ENOUGH_GUILD_LEVEL_TO_OPEN_NON_NPC_GUILD_SHOP	Beschikbaar vanaf gildelevel 21.
GUILD_NAME	Gilde Naam
GUILD_NOT_ENOUGH_MATERIAL	Je hebt niet genoeg grondstoffen voor dit gebouw.
GUILD_NOT_ENOUGH_MONEY	Je hebt niet genoeg Yang voor dit gebouw.
GUILD_NO_NOTICE_PERMISSION	Je hebt geen rechten om aankondigingen te doen.
GUILD_OBJECT	Voorwerpen
GUILD_OBJECT_POSSIBLE_NEWWORLD	Dit gebouw is alleen beschikbaar op het continent Yohara.
GUILD_OFFER_EXP	Te investeren Ervaring
GUILD_RED_DRAGONLAIR_WEEKLY_RANKING_REWARD_TOOLTIP	Ranglijstbeloningen:\n1ste: Vlammende Vernietiger titel en Magma Draak (5 Dagen)\n2de: Magma Draak (3 Dagen)\n3de: Magma Draak (1 Dag)
GUILD_SELECT_ONE	Kies een gildelid.
GUILD_SHORT_EXP	Niet genoeg ervaringspunten.
GUILD_SITE_AUCTION_END_TIME	Gebiedsveiling: %02d/%02d (maand/dag) om %02d:%02d
GUILD_SITE_AUCTION_END_TIME_DEFAULT	Gebiedsveiling: N/B
GUILD_SITE_AUCTION_INFO	Aangeboden gebied: %s / %d,%d
GUILD_SITE_AUCTION_INFO_DEFAULT	Aangeboden gebied: N/B
GUILD_SITE_AUCTION_MAP_INFO	Datum (maand/dag): %02d/%02d; Tijd: %02d:%02d
GUILD_SITE_AUCTION_STATE_NONE	Alle biedingen zijn ingediend.
GUILD_SITE_AUCTION_STATE_REGIST	In %s wordt het gebied bij %s,%s geveild. Alleen gildeleiders kunnen registreren voor de gebiedsveiling.
GUILD_SITE_AUCTION_STATE_RUN	De gebiedsveiling eindigt op %02d/%02d (maand/dag) om %02d:%02d.
GUILD_SITE_AUCTION_STATE_WAIT	De gebiedsveiling start op %02d/%02d (maand/dag) om %02d:%02d voor %s, gebied %d,%d.
GUILD_SITE_AUTO_ABNDON_TIME	Automatische Opheffing van Gebied: %s
GUILD_SITE_TAX_INFO	Het gildegebied wordt opgeheven over %s. Alle items in het gildewarenhuis worden verwijderd.
GUILD_SPECIAL_BUILDING_BUFF_GET_BUFF_BUTTON_TOOLTIP	Buff ontvangen
GUILD_SPECIAL_BUILDING_BUFF_NOT_ENOUGH_SPECIAL_TICKET	Je hebt niet genoeg Speciale Bouwtickets.
GUILD_SPECIAL_BUILDING_BUFF_NOT_ENOUGH_YANG_TO_REROLL	Je hebt niet genoeg Yang.
GUILD_SPECIAL_BUILDING_BUFF_QUESTION_GET_BUFF	Wil je de buffs ontvangen? Als dezelfde effecten worden toegepast, telt alleen de hoogste waarde.
GUILD_SPECIAL_BUILDING_BUFF_REROLL_BUTTON_TOOLTIP	Je kunt de huidige lijst met buffs tegen de bijbehorende kosten inruilen voor een nieuwe.
GUILD_SPECIAL_BUILDING_BUFF_REROLL_RESULT	De lijst met buffs is vervangen.
GUILD_SPECIAL_BUILDING_SUMMON_REROLL_RESULT	De oproepenlijsten is vervangen.
GUILD_SUMMON_DUNGEON_NOT_ENOUGH_SPECIAL_TICKET	Je hebt niet genoeg Speciale Bouwtickets.
GUILD_SUMMON_DUNGEON_NOT_ENOUGH_YANG_TO_REROLL	Je hebt niet genoeg Yang.
GUILD_SUMMON_DUNGEON_QUESTION_SUMMON	Wil je monsters oproepen?
GUILD_SUMMON_DUNGEON_REROLL_BUTTON_TOOLTIP	Je kunt de huidige lijst met op te roepen monsters tegen de bijbehorende kosten inruilen voor een nieuwe.
GUILD_SUMMON_DUNGEON_SUMMON_BUTTON_TOOLTIP	Oproepen
GUILD_TILE_BASEINFO	Gebied Informatie
GUILD_TILE_BOARD	Gilde Berichten
GUILD_TILE_GRADE	Rechten Beheer
GUILD_TILE_GUILD_BATTLE	Gildegevecht
GUILD_TILE_GUILD_CONTENTS_LIST	Gildegevecht
GUILD_TILE_INFO	Gilde Informatie
GUILD_TILE_MEMBER	Lid
GUILD_TILE_SKILL	Gilde Vaardigheden
GUILD_USE_MASTER_ONLY	Alleen de gildeleider is hiertoe gemachtigd.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Gilde Oorlog Gebied
GUILD_WAR2	Gilde Oorlog Gebied
GUILD_WAR3	Gilde Oorlog Gebied
GUILD_WAR4	Gilde Oorlog Gebied
GUILD_WAR_GAINSCORE_FIFTY	50 punten
GUILD_WAR_GAINSCORE_HUNDRED	100 punten
GUILD_WAR_GAINSCORE_THIRTY	30 punten
GUILD_WAR_GAMETIME_SIXTY	60 minuten
GUILD_WAR_GAMETIME_TEN	10 minuten
GUILD_WAR_GAMETIME_THIRTY	30 minuten
GUILD_WAR_LIMIT_30MIN	Tijd: 30 Minuten
GUILD_WAR_REWARD_POTION	Prijs: De winnaar ontvangt een Brouwsel
GUILD_WAR_SELECT_WAR	Selecteer type
GUILD_WAR_TYPE_DEFENSE	Schild Gevecht
GUILD_WAR_TYPE_DIE	Arena Gevecht
GUILD_WAR_TYPE_FLAG	Verover de Vlag
GUILD_WAR_TYPE_NORMAL	Veld Gevecht
GUILD_WAR_TYPE_TIGER	Vernietiging
GUILD_WAR_TYPE_TIME	Tijd Aanval
GUILD_WAR_USE_BATTLE_MAP	Locatie: Gilde Oorlog Theater
GUILD_WAR_USE_NORMAL_MAP	Locatie: Normale Map
GUILD_WAR_WIN_CHECK_SCORE	Het hoogste resultaat wint de oorlog.
GUILD_WAR_WIN_FIVE	5 ronden
GUILD_WAR_WIN_ONE	1 ronde
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Verover de vlag van de vijand
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	en breng het naar je basis.
GUILD_WAR_WIN_THREE	3 ronden
GUILD_WAR_WIN_WIPE_OUT_GUILD	Versla alle vijanden om te winnen.
GUILD_WHITE_DRAGONLAIR_WEEKLY_RANKING_REWARD_TOOLTIP	Ranglijstbeloningen:\n1ste: Arctische Arbiter en Balathor's IJsvleugel (5 Dagen)\n2de: Balathor's IJsvleugel (3 Dagen)\n3de: Balathor's IJsvleugel (1 Dag)
GUILD_WHITE_DRAGON_LAIR_ALREADY_USED_BUFF_POTION	De effecten zijn al actief.
GUILD_WHITE_DRAGON_LAIR_BUFF_POTION_CANNOT_USE_IN_MAP	Je kan dat alleen gebruiken in Balathor's Crypt.
GUILD_WHITE_DRAGON_LAIR_CANNOT_ATTACK_EGG	Je moet het Brandend Drakenei in de andere richting bewegen.
GUILD_WHITE_DRAGON_LAIR_CAN_USE_SINGIJEON	De Hwacha is klaar om afgevuurd te worden!
GUILD_WHITE_DRAGON_LAIR_CONCENTRATED_STRIKE_REMAIN_TIME	Concentreer op het Bevroren Drakenei voordat het verdwijnt over %d seconden.
GUILD_WHITE_DRAGON_LAIR_CONCENTRATED_STRIKE_SUCCESS	Je hebt de ijskoude succesvol afgewend.
GUILD_WHITE_DRAGON_LAIR_DRAGON_CRY_SOUNDS_LOUDER	Balathor's brul doet de hele crypte beven.
GUILD_WHITE_DRAGON_LAIR_DRAGON_STARTS_GOING_CRAZY	Balathor is zijn Drakeneieren uit het oog verloren. Nu gaat hij kwaad worden!
GUILD_WHITE_DRAGON_LAIR_DRAGON_STARTS_GOING_MILD	Balathor heeft zijn Drakeneieren weer terug. Hij zal voorzichtig zijn om niet zijn volledige kracht te gebruiken.
GUILD_WHITE_DRAGON_LAIR_FAIL_1	Je bent er niet in geslaagd Balathor's Crypt te voltooien. Je wordt over 5 minuten naar buiten geteleporteerd.
GUILD_WHITE_DRAGON_LAIR_FAIL_2	Je wordt over 3 minuten naar buiten geteleporteerd. Je kan met Draken Kijker Dolnarr praten om de kerker direct te verlaten.
GUILD_WHITE_DRAGON_LAIR_FIRE_ARROW_COUNT_FULL	Je kan geen pijlen meer laden.
GUILD_WHITE_DRAGON_LAIR_GAUGE_INCREASED_BY_DESTROYED_EGG	Balathor's zegel is sterk verzwakt omdat een Drakenei is vernietigd.
GUILD_WHITE_DRAGON_LAIR_GAUGE_INCREASED_BY_DYING	De dood van een held heeft Balathor's zegel verzwakt.
GUILD_WHITE_DRAGON_LAIR_GAUGE_INCREASED_BY_FREEZING_DEBUFF	Balathor's zegel is verzwakt omdat iemand bevroren is.
GUILD_WHITE_DRAGON_LAIR_GET_FIRE_ARROW	Vernietig Oude IJskristallen om Vuur Pijlen te krijgen.
GUILD_WHITE_DRAGON_LAIR_HIDDEN_CONCENTRATED_STRIKE_START	Vernietig het Bevroren Drakenei vlug!
GUILD_WHITE_DRAGON_LAIR_HIDDEN_CONCENTRATED_STRIKE_WAIT	Over 10 seconden verschijnt Balathor's Drakenei en kun je een gerichte aanval starten.
GUILD_WHITE_DRAGON_LAIR_HIDDEN_FAIL_REWARD	Balathor vlucht en laat zijn schat achter.
GUILD_WHITE_DRAGON_LAIR_NEXT_CONCENTRATED_STRIKE_NEED_MORE_DAMAGE	Meer schade zal nodig zijn voor de volgende aanval.
GUILD_WHITE_DRAGON_LAIR_NOTICE_CONCENTRATED_STRIKE_START	Eén van Balathor's Drakeneieren roept ijzige kou op! Richt je aanvallen om het te stoppen.
GUILD_WHITE_DRAGON_LAIR_NOTICE_GIVE_UP	Je hebt je poging om Balathor's Crypt te beheersen geannuleerd. Je wordt over 1 minuut naar buiten geteleporteerd.
GUILD_WHITE_DRAGON_LAIR_NOTICE_INCREASE_ARROW_COUNT	De Hwacha is momenteel geladen met %d Vuur Pijlen.
GUILD_WHITE_DRAGON_LAIR_NOTICE_LIMIT_TIME	Resterende tijd: %d
GUILD_WHITE_DRAGON_LAIR_NOTICE_REWARD_STAGE_REMAIN_TIME	Je wordt over %d minuten naar buiten geteleporteerd. Je kan met Draken Kijker Dolnarr praten om de kerker direct te verlaten.
GUILD_WHITE_DRAGON_LAIR_NOTICE_REWARD_STATGE	Je kan je beloning ophalen uit Balathor's Schat. Je wordt over 5 minuten naar buiten geteleporteerd.
GUILD_WHITE_DRAGON_LAIR_NOTICE_SPAWNEED_BROKEN_EGG	Er is een Brandend Drakenei verschenen.
GUILD_WHITE_DRAGON_LAIR_NOT_ENOUGH_GUILD_SP	Je hebt niet genoeg Draken God Kracht.
GUILD_WHITE_DRAGON_LAIR_PROTECTED_EGGS	Vernietig de eieren om schade toe te brengen!
GUILD_WHITE_DRAGON_LAIR_PUT_EGGS_BACK_IN_ORIGINAL_PLACE	Balathor's Drakenei verschijnt weer op zijn oorspronkelijke locatie.
GUILD_WHITE_DRAGON_LAIR_REPAIR_SINGIJEON	De Hwacha kan niet geladen worden voordat hij is gerepareerd.
GUILD_WHITE_DRAGON_LAIR_REPAIR_SINGIJEON_SUCCESS	De Hwacha is nu volledig gerepareerd.
GUILD_WHITE_DRAGON_LAIR_RUN_AWAY_TO_BREATH	Balathor zag dat een Drakenei werd vernietigd. Vermijd zijn ijzige adem!
GUILD_WHITE_DRAGON_LAIR_UI_BOSS_NAME_TOOLTIP	Balathor
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_INFO_1	Resterend
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_INFO_2	Kans: %d
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_TOOLTIP	Als %d Brandende Drakeneieren vernietigd zijn, mislukt de kerkerpoging.
GUILD_WHITE_DRAGON_LAIR_UI_FLYING_FLMAE_BREATH_TOOLTIP	Als het zegel 100%% faalt, zal Balathor zijn dodelijke blik op jou richten. (Huidige zegelzwakte: %d%%)
GUILD_WHITE_DRAGON_LAIR_UI_HIDDEN_BOSS_NAME_TOOLTIP	Balathor
GUILD_WHITE_DRAGON_LAIR_UI_SINGIJEON_NAME_TOOLTIP	Hwacha
GUILD_WHITE_DRAGON_LAIR_UI_SINGIJEON_TOOLTIP	Zodra 8 pijlen zijn geladen, kan Balathor's schubbenpantser worden vernietigd. Vuur Pijlen kunnen worden verkregen uit Oude IJskristallen. Momenteel geladen: %d
GUILD_WITHDRAW	Terugtrekken
GUILD_YOU_DO_NOT_JOIN	Je bent geen lid van een Gilde.
HACK_USER_MESSAGE	Deze functie is niet beschikbaar omdat er hacksoftware gedetecteerd werd.
HORSE_HEALTH0	Dood
HORSE_HEALTH1	Uithongeren
HORSE_HEALTH2	Hongerig
HORSE_HEALTH3	Vol
HORSE_LEVEL1	Normale Paard
HORSE_LEVEL2	Vecht Paard
HORSE_LEVEL3	Militaire Paard
HORSE_LEVEL4	Machtig Oorlogspaard
HOUR	u
HOW_MANY_ITEM_DO_YOU_DROP1	Wil je %s laten vallen?
HOW_MANY_ITEM_DO_YOU_DROP2	Wil je %s %d laten vallen?
ICECREAM_EVENT_EXCHANGE_SCOOP_SUCCESS	Je hebt %d IJs Bolletjes verplaatst naar het nieuwe evenementenmenu.
ICECREAM_EVENT_GET_SCOOP	Je hebt een IJs Bolletje ontvangen.
ICECREAM_EVENT_SCOOP_MAX_COUNT	Je kunt geen IJs Bolletjes meer ontvangen.
INPUT_MATRIX_CARD_NUMBER	Voer Matrix Kaartnummer in.
INPUT_MATRIX_CARD_TITLE	Matrix Kaart
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Voer de code die je hebt gecreëerd in Account Beheer hier in.
INPUT_PRIVATE_CODE_DIALOG_TITLE	Verwijder karakter
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Geschrigten kunnen niet gecombineerd worden.
INVENTORY_REALLY_USE_ITEM	Dit voorwerp op dit voorwerp gebruiken?
INVENTORY_REALLY_USE_ITEM2	Wil je dit item echt gebruiken?
INVENTORY_REALLY_USE_PET_BAG_ITEM	Weet je zeker dat je jouw huisdier in de Transporteer Doos wil stoppen?
INVENTORY_REALLY_USE_PET_BAG_TAKE_OUT	Wil je een Transporteer Doos openen?
INVENTORY_REALLY_USE_PET_FEEDSTUFF_ITEM	Wil je %s aan %s voeren?
IS_NOT_PET_CHANGE_ITEM	Dat is geen Betoverd Huisdier-item.
IS_NOT_PET_ITEM	Dat is geen huisdier.
ITEM_CANNOT_REFINE	Dit item kan niet verbeterd worden.
ITEM_TOOLTIP_DESC_GEM_BAG_DEFAULT	Na gebruik kun je het vullen met 9.999 Gaya. | Ze verdwijnen na 30 dagen.\nDe Gaya Zak is verhandelbaar.
ITEM_TOOLTIP_DESC_GEM_BAG_HAVE_GEM	Gaya Zak (%d Gaya, verhandelbaar). \nAls je de Gaya Zak opent, dan ontvang je %d Gaya.
ITEM_TOOLTIP_DESC_GEM_BAG_REWARD	Als beloning voor het juichen voor het winnende team, ontvang je een Gaya Sporttas.\nHet is niet verhandelbaar.
ITEM_TOOLTIP_DESC_GEM_BAG_REWARD_HAVE_GEM	Gaya Sporttas (%d Gaya, niet verhandelbaar). \nAls je de Gaya Sporttas opent, dan ontvang je %d Gaya.
JOB_ASSASSIN	Ninja
JOB_ASSASSIN0	Geen
JOB_ASSASSIN1	Messen Ninja
JOB_ASSASSIN2	Boog Ninja
JOB_SHAMAN	Sjamaan
JOB_SHAMAN0	Geen
JOB_SHAMAN1	Draken Sjamaan
JOB_SHAMAN2	Helende Sjamaan
JOB_SURA	Sura
JOB_SURA0	Geen
JOB_SURA1	Wapen Sura
JOB_SURA2	Magie Sura
JOB_WARRIOR	Krijger
JOB_WARRIOR0	Geen
JOB_WARRIOR1	Fysieke Krijger
JOB_WARRIOR2	Mentale Krijger
JOB_WOLFMAN	Lycaan
JOB_WOLFMAN0	Amateur Lycaan
JOB_WOLFMAN1	Instinct
JOB_WOLFMAN2	N.A.
KEYCHANGE_DONT_SAVE_EXIT	Sluiten zonder opslaan?
KEYCHANGE_IMPOSSIBLE_CHANGE	[CTRL], [ALT] en [SHIFT] zijn hier niet toegestaan!
KEYCHANGE_SAVE_EXIT	Opslaan en sluiten?
KEY_0	0
KEY_0_LALT	ALT + 0
KEY_0_LCONTROL	CTRL + 0
KEY_0_LSHIFT	SHIFT + 0
KEY_1	1
KEY_1_LALT	ALT + 1
KEY_1_LCONTROL	CTRL + 1
KEY_1_LSHIFT	SHIFT + 1
KEY_2	2
KEY_2_LALT	ALT + 2
KEY_2_LCONTROL	CTRL + 2
KEY_2_LSHIFT	SHIFT + 2
KEY_3	3
KEY_3_LALT	ALT + 3
KEY_3_LCONTROL	CTRL + 3
KEY_3_LSHIFT	SHIFT + 3
KEY_4	4
KEY_4_LALT	ALT + 4
KEY_4_LCONTROL	CTRL + 4
KEY_4_LSHIFT	SHIFT + 4
KEY_5	5
KEY_5_LALT	ALT + 5
KEY_5_LCONTROL	CTRL + 5
KEY_5_LSHIFT	SHIFT + 5
KEY_6	6
KEY_6_LALT	ALT + 6
KEY_6_LCONTROL	CTRL + 6
KEY_6_LSHIFT	SHIFT + 6
KEY_7	7
KEY_7_LALT	ALT + 7
KEY_7_LCONTROL	CTRL + 7
KEY_7_LSHIFT	SHIFT + 7
KEY_8	8
KEY_8_LALT	ALT + 8
KEY_8_LCONTROL	CTRL + 8
KEY_8_LSHIFT	SHIFT + 8
KEY_9	9
KEY_9_LALT	ALT + 9
KEY_9_LCONTROL	CTRL + 9
KEY_9_LSHIFT	SHIFT + 9
KEY_A	A
KEY_ADD	+
KEY_A_LALT	ALT + A
KEY_A_LCONTROL	CTRL + A
KEY_A_LSHIFT	SHIFT + A
KEY_B	B
KEY_B_LALT	ALT + B
KEY_B_LCONTROL	CTRL + B
KEY_B_LSHIFT	SHIFT + B
KEY_C	C
KEY_COMMA	,
KEY_COMMA_LALT	ALT + ,
KEY_COMMA_LCONTROL	CTRL + ,
KEY_COMMA_LSHIFT	SHIFT + ,
KEY_C_LALT	ALT + C
KEY_C_LCONTROL	CTRL + C
KEY_C_LSHIFT	SHIFT + C
KEY_D	D
KEY_DOWN	OMLAAG
KEY_D_LALT	ALT + D
KEY_D_LCONTROL	CTRL + D
KEY_D_LSHIFT	SHIFT + D
KEY_E	E
KEY_E_LALT	ALT + E
KEY_E_LCONTROL	CTRL + E
KEY_E_LSHIFT	SHIFT + E
KEY_F	F
KEY_F1	F1
KEY_F1_LALT	ALT + F1
KEY_F1_LCONTROL	CTRL + F1
KEY_F1_LSHIFT	SHIFT + F1
KEY_F2	F2
KEY_F2_LALT	ALT + F2
KEY_F2_LCONTROL	CTRL + F2
KEY_F2_LSHIFT	SHIFT + F2
KEY_F3	F3
KEY_F3_LALT	ALT + F3
KEY_F3_LCONTROL	CTRL + F3
KEY_F3_LSHIFT	SHIFT + F3
KEY_F4	F4
KEY_F4_LALT	ALT + F4
KEY_F4_LCONTROL	CTRL + F4
KEY_F4_LSHIFT	SHIFT + F4
KEY_F5	F5
KEY_F5_LALT	ALT + F5
KEY_F5_LCONTROL	CTRL + F5
KEY_F5_LSHIFT	SHIFT + F5
KEY_F6	F6
KEY_F6_LALT	ALT + F6
KEY_F6_LCONTROL	CTRL + F6
KEY_F6_LSHIFT	SHIFT + F6
KEY_F7	F7
KEY_F7_LALT	ALT + F7
KEY_F7_LCONTROL	CTRL + F7
KEY_F7_LSHIFT	SHIFT + F7
KEY_F8	F8
KEY_F8_LALT	ALT + F8
KEY_F8_LCONTROL	CTRL + F8
KEY_F8_LSHIFT	SHIFT + F8
KEY_F9	F9
KEY_F9_LALT	ALT + F9
KEY_F9_LCONTROL	CTRL + F9
KEY_F9_LSHIFT	SHIFT + F9
KEY_F10	F10
KEY_F10_LALT	ALT + F10
KEY_F10_LCONTROL	CTRL + F10
KEY_F10_LSHIFT	SHIFT + F10
KEY_F_LALT	ALT + F
KEY_F_LCONTROL	CTRL + F
KEY_F_LSHIFT	SHIFT + F
KEY_G	G
KEY_GRAVE	@
KEY_GRAVE_LALT	ALT + @
KEY_GRAVE_LCONTROL	CTRL + @
KEY_GRAVE_LSHIFT	SHIFT + @
KEY_G_LALT	ALT + G
KEY_G_LCONTROL	CTRL + G
KEY_G_LSHIFT	SHIFT + G
KEY_H	H
KEY_H_LALT	ALT + H
KEY_H_LCONTROL	CTRL + H
KEY_H_LSHIFT	SHIFT + H
KEY_I	I
KEY_I_LALT	ALT + I
KEY_I_LCONTROL	CTRL + I
KEY_I_LSHIFT	SHIFT + I
KEY_J	J
KEY_J_LALT	ALT + J
KEY_J_LCONTROL	CTRL + J
KEY_J_LSHIFT	SHIFT + J
KEY_K	K
KEY_K_LALT	ALT + K
KEY_K_LCONTROL	CTRL + K
KEY_K_LSHIFT	SHIFT + K
KEY_L	L
KEY_LALT	ALT
KEY_LCONTROL	CTRL
KEY_LEFT	LINKS
KEY_LSHIFT	SHIFT
KEY_L_LALT	ALT + L
KEY_L_LCONTROL	CTRL + L
KEY_L_LSHIFT	SHIFT + L
KEY_M	M
KEY_M_LALT	ALT + M
KEY_M_LCONTROL	CTRL + M
KEY_M_LSHIFT	SHIFT + M
KEY_N	N
KEY_NUMLOCK	NUM LOCK
KEY_NUMPAD0	NUM 0
KEY_NUMPAD1	NUM 1
KEY_NUMPAD2	NUM 2
KEY_NUMPAD3	NUM 3
KEY_NUMPAD4	NUM 4
KEY_NUMPAD5	NUM 5
KEY_NUMPAD6	NUM 6
KEY_NUMPAD7	NUM 7
KEY_NUMPAD8	NUM 8
KEY_NUMPAD9	NUM 9
KEY_N_LALT	ALT + N
KEY_N_LCONTROL	CTRL + N
KEY_N_LSHIFT	SHIFT + N
KEY_O	O
KEY_O_LALT	ALT + O
KEY_O_LCONTROL	CTRL + O
KEY_O_LSHIFT	SHIFT + O
KEY_P	P
KEY_PERIOD	.
KEY_PERIOD_LALT	ALT + .
KEY_PERIOD_LCONTROL	CTRL + .
KEY_PERIOD_LSHIFT	SHIFT + .
KEY_PGDN	PAGE DOWN
KEY_PGUP	PAGE UP
KEY_P_LALT	ALT + P
KEY_P_LCONTROL	CTRL + P
KEY_P_LSHIFT	SHIFT + P
KEY_Q	Q
KEY_Q_LALT	ALT + Q
KEY_Q_LCONTROL	CTRL + Q
KEY_Q_LSHIFT	SHIFT + Q
KEY_R	R
KEY_RIGHT	RECHTS
KEY_R_LALT	ALT + R
KEY_R_LCONTROL	CTRL + R
KEY_R_LSHIFT	SHIFT + R
KEY_S	S
KEY_SPACE	SPATIE
KEY_SUBTRACT	-
KEY_SYSRQ	PRT SCR
KEY_S_LALT	ALT + S
KEY_S_LCONTROL	CTRL + S
KEY_S_LSHIFT	SHIFT + S
KEY_T	T
KEY_TAB	TAB
KEY_T_LALT	ALT + T
KEY_T_LCONTROL	CTRL + T
KEY_T_LSHIFT	SHIFT + T
KEY_U	U
KEY_UP	OMHOOG
KEY_U_LALT	ALT + U
KEY_U_LCONTROL	CTRL + U
KEY_U_LSHIFT	SHIFT + U
KEY_V	V
KEY_V_LALT	ALT + V
KEY_V_LCONTROL	CTRL + V
KEY_V_LSHIFT	SHIFT + V
KEY_W	W
KEY_W_LALT	ALT + W
KEY_W_LCONTROL	CTRL + W
KEY_W_LSHIFT	SHIFT + W
KEY_X	X
KEY_X_LALT	ALT + X
KEY_X_LCONTROL	CTRL + X
KEY_X_LSHIFT	SHIFT + X
KEY_Y	Y
KEY_Y_LALT	ALT + Y
KEY_Y_LCONTROL	CTRL + Y
KEY_Y_LSHIFT	SHIFT + Y
KEY_Z	Z
KEY_Z_LALT	ALT + Z
KEY_Z_LCONTROL	CTRL + Z
KEY_Z_LSHIFT	SHIFT + Z
LEADER_NAME	Leidernaam
LEAVE_FROM_GUILD_SUCCESS_MESSAGE	Je hebt het gilde verlaten.
LEFT_SEAT	[AFK]
LEFT_SEAT_IMPOSSIBLE_ACTION	De speler is momenteel aangemerkt als AFK.
LEFT_SEAT_LOGOUT	Je bent uitgelogd omdat je AFK-tijd verlopen is.
LEFT_SEAT_LOGOUT_WAIT_TIME_TOOLTIP	Zodra je karakter gemarkeerd is als AFK, dan blijft deze AFK tot de gekozen duur verlopen is alvorens je uitgelogd wordt.
LEFT_SEAT_RELEASE_ASK	Je bent aangemerkt als AFK. Wil je weer actief worden gezet?
LEFT_SEAT_STATE_OFF	Je bent nu weer actief.
LEFT_SEAT_STATE_ON	Je bent aangemerkt als AFK.
