ACCE_ABSORB_COST	Combination costs: %d
GUILD_MEMBEROUT_AUTH	You cannot remove any members.
GUILD_MEMBEROUT_NOMAL	Do you want to remove this member?
GUILD_MEMBER_JOB	Class
GUILD_MEMBER_KNIGHT	Combatant
GUILD_MEMBER_LEVEL	Level
GUILD_MEMBER_NAME	Member
GUILD_MEMBER_RANK	Rank
GUILD_MEMBER_SPECIFIC_GRAVITY	Donated EXP
GUILD_MESSAGE_NOT_ENOUGH_GUILD_LEVEL_TO_OPEN_NON_NPC_GUILD_SHOP	Available from guild level 21.
GUILD_NAME	Guild name
GUILD_NOT_ENOUGH_MATERIAL	Not enough building material for this building.
GUILD_NOT_ENOUGH_MONEY	Not enough Yang for this building.
GUILD_NO_NOTICE_PERMISSION	You do not have the rights to make an announcement.
GUILD_OBJECT	Objects
GUILD_OBJECT_POSSIBLE_NEWWORLD	This building is only available on the continent of Yohara.
GUILD_OFFER_EXP	Invest experience
GUILD_RED_DRAGONLAIR_WEEKLY_RANKING_REWARD_TOOLTIP	Ranking Rewards:\n1st: Flaming Vanquisher title and Magma Dragon (5 Days)\n2nd: Magma Dragon (3 Days)\n3rd: Magma Dragon (1 Day)
GUILD_SELECT_ONE	Choose a guild member.
GUILD_SHORT_EXP	Not enough experience points.
GUILD_SITE_AUCTION_END_TIME	Territory Auction: %02d/%02d (month/day) at %02d:%02d
GUILD_SITE_AUCTION_END_TIME_DEFAULT	Territory auction: N/A
GUILD_SITE_AUCTION_INFO	Territory being offered: %s / %d,%d
GUILD_SITE_AUCTION_INFO_DEFAULT	Territory being offered: N/A
GUILD_SITE_AUCTION_MAP_INFO	Date (month/day): %02d/%02d; Time: %02d:%02d
GUILD_SITE_AUCTION_STATE_NONE	All bids have been submitted.
GUILD_SITE_AUCTION_STATE_REGIST	In %s, the territory at %s,%s is being auctioned. Only guild leaders can register for the territory auction.
GUILD_SITE_AUCTION_STATE_RUN	The territory auction ends on %02d/%02d (month/day) at %02d:%02d.
GUILD_SITE_AUCTION_STATE_WAIT	The territory auction starts on %02d/%02d (month/day) at %02d:%02d for %s, territory %d,%d.
GUILD_SITE_AUTO_ABNDON_TIME	Automatic Abandonment of Territory: %s
GUILD_SITE_TAX_INFO	The guild territory will be abandoned in %s. All items in the guild warehouse will be deleted.
GUILD_SPECIAL_BUILDING_BUFF_GET_BUFF_BUTTON_TOOLTIP	Receive Buff
GUILD_SPECIAL_BUILDING_BUFF_NOT_ENOUGH_SPECIAL_TICKET	You do not have enough Special Building Tickets.
GUILD_SPECIAL_BUILDING_BUFF_NOT_ENOUGH_YANG_TO_REROLL	You don't have enough Yang.
GUILD_SPECIAL_BUILDING_BUFF_QUESTION_GET_BUFF	Do you want to receive the buffs? Should the same effects be applied, only the higher value will count.
GUILD_SPECIAL_BUILDING_BUFF_REROLL_BUTTON_TOOLTIP	You can exchange the current buff list for a new one for the corresponding costs.
GUILD_SPECIAL_BUILDING_BUFF_REROLL_RESULT	The buff list has been replaced.
GUILD_SPECIAL_BUILDING_SUMMON_REROLL_RESULT	The summoning list has been replaced.
GUILD_SUMMON_DUNGEON_NOT_ENOUGH_SPECIAL_TICKET	You do not have enough Special Building Tickets.
GUILD_SUMMON_DUNGEON_NOT_ENOUGH_YANG_TO_REROLL	You don't have enough Yang.
GUILD_SUMMON_DUNGEON_QUESTION_SUMMON	Do you want to summon monsters?
GUILD_SUMMON_DUNGEON_REROLL_BUTTON_TOOLTIP	You can exchange the current summoning list for a new one for the corresponding costs.
GUILD_SUMMON_DUNGEON_SUMMON_BUTTON_TOOLTIP	Summon
GUILD_TILE_BASEINFO	Territory Information
GUILD_TILE_BOARD	Guild Messages
GUILD_TILE_GRADE	Rights Administration
GUILD_TILE_GUILD_BATTLE	Guild Battle
GUILD_TILE_GUILD_CONTENTS_LIST	Guild Battle
GUILD_TILE_INFO	Guild Information
GUILD_TILE_MEMBER	Member
GUILD_TILE_SKILL	Guild Skills
GUILD_USE_MASTER_ONLY	Only the guild leader has this right.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Guild War Area
GUILD_WAR2	Guild War Area
GUILD_WAR3	Guild War Area
GUILD_WAR4	Guild War Area
GUILD_WAR_GAINSCORE_FIFTY	50 points
GUILD_WAR_GAINSCORE_HUNDRED	100 points
GUILD_WAR_GAINSCORE_THIRTY	30 points
GUILD_WAR_GAMETIME_SIXTY	60 minutes
GUILD_WAR_GAMETIME_TEN	10 minutes
GUILD_WAR_GAMETIME_THIRTY	30 minutes
GUILD_WAR_LIMIT_30MIN	Time: 30 Minutes
GUILD_WAR_REWARD_POTION	Reward: The winner receives a Potion
GUILD_WAR_SELECT_WAR	Select type
GUILD_WAR_TYPE_DEFENSE	Shield Battle
GUILD_WAR_TYPE_DIE	Arena Battle
GUILD_WAR_TYPE_FLAG	Capture the Flag
GUILD_WAR_TYPE_NORMAL	Field Battle
GUILD_WAR_TYPE_TIGER	Annihilation
GUILD_WAR_TYPE_TIME	Time Attack
GUILD_WAR_USE_BATTLE_MAP	Location: Guild War Arena
GUILD_WAR_USE_NORMAL_MAP	Location: Normal Map
GUILD_WAR_WIN_CHECK_SCORE	The highest result wins the war.
GUILD_WAR_WIN_FIVE	5 rounds
GUILD_WAR_WIN_ONE	1 round
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Capture the flag of your enemy
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	and carry it to your base.
GUILD_WAR_WIN_THREE	3 rounds
GUILD_WAR_WIN_WIPE_OUT_GUILD	Defeat all enemies to win.
GUILD_WHITE_DRAGONLAIR_WEEKLY_RANKING_REWARD_TOOLTIP	Ranking Rewards:\n1st: Arctic Arbiter title and Balathor's Icewing (5 Days)\n2nd: Balathor's Icewing (3 Days)\n3rd: Balathor's Icewing (1 Day)
GUILD_WHITE_DRAGON_LAIR_ALREADY_USED_BUFF_POTION	The effects are already active.
GUILD_WHITE_DRAGON_LAIR_BUFF_POTION_CANNOT_USE_IN_MAP	You can only use that in Balathor's Crypt.
GUILD_WHITE_DRAGON_LAIR_CANNOT_ATTACK_EGG	You must move the Flaming Dragon Egg in the other direction.
GUILD_WHITE_DRAGON_LAIR_CAN_USE_SINGIJEON	The Hwacha is ready to be fired!
GUILD_WHITE_DRAGON_LAIR_CONCENTRATED_STRIKE_REMAIN_TIME	Concentrate on the Frozen Dragon Egg before it disappears in %d seconds.
GUILD_WHITE_DRAGON_LAIR_CONCENTRATED_STRIKE_SUCCESS	You have successfully warded off the ice cold.
GUILD_WHITE_DRAGON_LAIR_DRAGON_CRY_SOUNDS_LOUDER	Balathor's roar shakes the crypt.
GUILD_WHITE_DRAGON_LAIR_DRAGON_STARTS_GOING_CRAZY	Balathor has lost sight of his Dragon Eggs. Now he's going to get angry!
GUILD_WHITE_DRAGON_LAIR_DRAGON_STARTS_GOING_MILD	Balathor has his Dragon Eggs again. He will be careful not use his full power.
GUILD_WHITE_DRAGON_LAIR_FAIL_1	You failed to complete Balathor's Crypt. You will be teleported out in 5 minutes.
GUILD_WHITE_DRAGON_LAIR_FAIL_2	You will be teleported out in 3 minutes. You can talk to Dragon Watcher Dolnarr to leave the dungeon immediately.
GUILD_WHITE_DRAGON_LAIR_FIRE_ARROW_COUNT_FULL	You cannot load any more arrows.
GUILD_WHITE_DRAGON_LAIR_GAUGE_INCREASED_BY_DESTROYED_EGG	Balathor's seal has been greatly weakened as a Dragon Egg has been destroyed.
GUILD_WHITE_DRAGON_LAIR_GAUGE_INCREASED_BY_DYING	The death of a hero has weakened Balathor's seal.
GUILD_WHITE_DRAGON_LAIR_GAUGE_INCREASED_BY_FREEZING_DEBUFF	Balathor's seal has been weakened as someone has been frozen.
GUILD_WHITE_DRAGON_LAIR_GET_FIRE_ARROW	Destroy Ancient Ice Crystals to get Fire Arrows.
GUILD_WHITE_DRAGON_LAIR_HIDDEN_CONCENTRATED_STRIKE_START	Destroy the Frozen Dragon Egg quickly!
GUILD_WHITE_DRAGON_LAIR_HIDDEN_CONCENTRATED_STRIKE_WAIT	In 10 seconds, Balathor's Dragon Egg will appear and you can initiate a targetted attack.
GUILD_WHITE_DRAGON_LAIR_HIDDEN_FAIL_REWARD	Balathor flees and leaves his treasure behind.
GUILD_WHITE_DRAGON_LAIR_NEXT_CONCENTRATED_STRIKE_NEED_MORE_DAMAGE	More damage will be needed for the next attack.
GUILD_WHITE_DRAGON_LAIR_NOTICE_CONCENTRATED_STRIKE_START	One of Balathor's Dragon Eggs is summoning ice cold! Focus your attacks to stop it.
GUILD_WHITE_DRAGON_LAIR_NOTICE_GIVE_UP	You have cancelled your attempt to master Balathor's Crypt. You will be teleported out in 1 minute.
GUILD_WHITE_DRAGON_LAIR_NOTICE_INCREASE_ARROW_COUNT	The Hwacha is currently loaded with %d Fire Arrows.
GUILD_WHITE_DRAGON_LAIR_NOTICE_LIMIT_TIME	Time remaining: %d
GUILD_WHITE_DRAGON_LAIR_NOTICE_REWARD_STAGE_REMAIN_TIME	You will be teleported out in %d minutes. You can talk to Dragon Watcher Dolnarr to leave the dungeon immediately.
GUILD_WHITE_DRAGON_LAIR_NOTICE_REWARD_STATGE	You can collect your reward from Balathor's Treasure. You will be teleported out in 5 minutes.
GUILD_WHITE_DRAGON_LAIR_NOTICE_SPAWNEED_BROKEN_EGG	A Flaming Dragon Egg has appeared.
GUILD_WHITE_DRAGON_LAIR_NOT_ENOUGH_GUILD_SP	You don't have enough Dragon God Power.
GUILD_WHITE_DRAGON_LAIR_PROTECTED_EGGS	Destroy the eggs to inflict damage!
GUILD_WHITE_DRAGON_LAIR_PUT_EGGS_BACK_IN_ORIGINAL_PLACE	Balathor's Dragon Egg reappears at its original location.
GUILD_WHITE_DRAGON_LAIR_REPAIR_SINGIJEON	The Hwacha cannot be loaded before it has been repaired.
GUILD_WHITE_DRAGON_LAIR_REPAIR_SINGIJEON_SUCCESS	The Hwacha is now fully repaired.
GUILD_WHITE_DRAGON_LAIR_RUN_AWAY_TO_BREATH	Balathor saw a Dragon Egg being destroyed. Avoid his icy breath!
GUILD_WHITE_DRAGON_LAIR_UI_BOSS_NAME_TOOLTIP	Balathor
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_INFO_1	Remaining
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_INFO_2	Chances: %d
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_TOOLTIP	If %d Flaming Dragon Eggs are destroyed, the dungeon attempt is failed.
GUILD_WHITE_DRAGON_LAIR_UI_FLYING_FLMAE_BREATH_TOOLTIP	If the seal fails 100%%, Balathor will direct his deadly gaze on you. (Current seal weakness: %d%%)
GUILD_WHITE_DRAGON_LAIR_UI_HIDDEN_BOSS_NAME_TOOLTIP	Balathor
GUILD_WHITE_DRAGON_LAIR_UI_SINGIJEON_NAME_TOOLTIP	Hwacha
GUILD_WHITE_DRAGON_LAIR_UI_SINGIJEON_TOOLTIP	Once 8 arrows are loaded, Balathor's scale armour can be destroyed. Fire Arrows can be acquired from Ancient Ice Crystals. Currently loaded: %d
GUILD_WITHDRAW	Fallback
GUILD_YOU_DO_NOT_JOIN	You are not a member of any Guild.
HACK_USER_MESSAGE	This function is unavailable as hacking software has been detected.
HORSE_HEALTH0	Dead
HORSE_HEALTH1	Starving
HORSE_HEALTH2	Hungry
HORSE_HEALTH3	Full
HORSE_LEVEL1	Normal Horse
HORSE_LEVEL2	Battle Horse
HORSE_LEVEL3	Military Horse
HORSE_LEVEL4	Mighty War Horse
HOUR	hr
HOW_MANY_ITEM_DO_YOU_DROP1	Do you want to drop %s?
HOW_MANY_ITEM_DO_YOU_DROP2	Do you want to drop %s %d?
ICECREAM_EVENT_EXCHANGE_SCOOP_SUCCESS	You have transferred %d Ice Cream Scoops to the new event menu.
ICECREAM_EVENT_GET_SCOOP	You have received an Ice Cream Scoop.
ICECREAM_EVENT_SCOOP_MAX_COUNT	You cannot receive any more Ice Cream Scoops.
INPUT_MATRIX_CARD_NUMBER	Enter Matrix Cardnumber.
INPUT_MATRIX_CARD_TITLE	Matrix Card
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Enter deletion-code from your account settings here.
INPUT_PRIVATE_CODE_DIALOG_TITLE	Delete character
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Role of Return cannot be combined.
INVENTORY_REALLY_USE_ITEM	Use item on this item?
INVENTORY_REALLY_USE_ITEM2	Do you really want to use this item?
INVENTORY_REALLY_USE_PET_BAG_ITEM	Do you really want to put your pet in the Transport Box?
INVENTORY_REALLY_USE_PET_BAG_TAKE_OUT	Do you want to open a Transport Box?
INVENTORY_REALLY_USE_PET_FEEDSTUFF_ITEM	Do you want to feed %s to %s?
IS_NOT_PET_CHANGE_ITEM	That is not an Enchant Pet item.
IS_NOT_PET_ITEM	That is not a pet.
ITEM_CANNOT_REFINE	This item cannot be upgraded.
ITEM_TOOLTIP_DESC_GEM_BAG_DEFAULT	After using, you can fill it with up to 9,999 Gaya. | They disappear after 30 days.\nThe Gaya Bag is tradeable.
ITEM_TOOLTIP_DESC_GEM_BAG_HAVE_GEM	Gaya Bag (%d Gaya, tradeable). \nIf you open the Gaya Bag, you will receive %d Gaya.
ITEM_TOOLTIP_DESC_GEM_BAG_REWARD	In reward for cheering for the winning team, you receive a Gaya Sports Bag.\nIt is not tradeable.
ITEM_TOOLTIP_DESC_GEM_BAG_REWARD_HAVE_GEM	Gaya Sports Bag (%d Gaya, not tradeable). \nIf you open the Sports Bag, you will receive %d Gaya.
JOB_ASSASSIN	Ninja
JOB_ASSASSIN0	None
JOB_ASSASSIN1	Blade Ninja
JOB_ASSASSIN2	Archery Ninja
JOB_SHAMAN	Shaman
JOB_SHAMAN0	None
JOB_SHAMAN1	Dragon Shaman
JOB_SHAMAN2	Healing Shaman
JOB_SURA	Sura
JOB_SURA0	None
JOB_SURA1	Weaponry Sura
JOB_SURA2	Magic Sura
JOB_WARRIOR	Warrior
JOB_WARRIOR0	None
JOB_WARRIOR1	Body Warrior
JOB_WARRIOR2	Mental Warrior
JOB_WOLFMAN	Lycan
JOB_WOLFMAN0	Amateur Lycan
JOB_WOLFMAN1	Instinct
JOB_WOLFMAN2	N.A.
KEYCHANGE_DONT_SAVE_EXIT	Exit without saving?
KEYCHANGE_IMPOSSIBLE_CHANGE	[CTRL], [ALT], [SHIFT] are not allowed here!
KEYCHANGE_SAVE_EXIT	Save and exit?
KEY_0	0
KEY_0_LALT	ALT + 0
KEY_0_LCONTROL	CTRL + 0
KEY_0_LSHIFT	SHIFT + 0
KEY_1	1
KEY_1_LALT	ALT + 1
KEY_1_LCONTROL	CTRL + 1
KEY_1_LSHIFT	SHIFT + 1
KEY_2	2
KEY_2_LALT	ALT + 2
KEY_2_LCONTROL	CTRL + 2
KEY_2_LSHIFT	SHIFT + 2
KEY_3	3
KEY_3_LALT	ALT + 3
KEY_3_LCONTROL	CTRL + 3
KEY_3_LSHIFT	SHIFT + 3
KEY_4	4
KEY_4_LALT	ALT + 4
KEY_4_LCONTROL	CTRL + 4
KEY_4_LSHIFT	SHIFT + 4
KEY_5	5
KEY_5_LALT	ALT + 5
KEY_5_LCONTROL	CTRL + 5
KEY_5_LSHIFT	SHIFT + 5
KEY_6	6
KEY_6_LALT	ALT + 6
KEY_6_LCONTROL	CTRL + 6
KEY_6_LSHIFT	SHIFT + 6
KEY_7	7
KEY_7_LALT	ALT + 7
KEY_7_LCONTROL	CTRL + 7
KEY_7_LSHIFT	SHIFT + 7
KEY_8	8
KEY_8_LALT	ALT + 8
KEY_8_LCONTROL	CTRL + 8
KEY_8_LSHIFT	SHIFT + 8
KEY_9	9
KEY_9_LALT	ALT + 9
KEY_9_LCONTROL	CTRL + 9
KEY_9_LSHIFT	SHIFT + 9
KEY_A	A
KEY_ADD	+
KEY_A_LALT	ALT + A
KEY_A_LCONTROL	CTRL + A
KEY_A_LSHIFT	SHIFT + A
KEY_B	B
KEY_B_LALT	ALT + B
KEY_B_LCONTROL	CTRL + B
KEY_B_LSHIFT	SHIFT + B
KEY_C	C
KEY_COMMA	,
KEY_COMMA_LALT	ALT + ,
KEY_COMMA_LCONTROL	CTRL + ,
KEY_COMMA_LSHIFT	SHIFT + ,
KEY_C_LALT	ALT + C
KEY_C_LCONTROL	CTRL + C
KEY_C_LSHIFT	SHIFT + C
KEY_D	D
KEY_DOWN	DOWN
KEY_D_LALT	ALT + D
KEY_D_LCONTROL	CTRL + D
KEY_D_LSHIFT	SHIFT + D
KEY_E	E
KEY_E_LALT	ALT + E
KEY_E_LCONTROL	CTRL + E
KEY_E_LSHIFT	SHIFT + E
KEY_F	F
KEY_F1	F1
KEY_F1_LALT	ALT + F1
KEY_F1_LCONTROL	CTRL + F1
KEY_F1_LSHIFT	SHIFT + F1
KEY_F2	F2
KEY_F2_LALT	ALT + F2
KEY_F2_LCONTROL	CTRL + F2
KEY_F2_LSHIFT	SHIFT + F2
KEY_F3	F3
KEY_F3_LALT	ALT + F3
KEY_F3_LCONTROL	CTRL + F3
KEY_F3_LSHIFT	SHIFT + F3
KEY_F4	F4
KEY_F4_LALT	ALT + F4
KEY_F4_LCONTROL	CTRL + F4
KEY_F4_LSHIFT	SHIFT + F4
KEY_F5	F5
KEY_F5_LALT	ALT + F5
KEY_F5_LCONTROL	CTRL + F5
KEY_F5_LSHIFT	SHIFT + F5
KEY_F6	F6
KEY_F6_LALT	ALT + F6
KEY_F6_LCONTROL	CTRL + F6
KEY_F6_LSHIFT	SHIFT + F6
KEY_F7	F7
KEY_F7_LALT	ALT + F7
KEY_F7_LCONTROL	CTRL + F7
KEY_F7_LSHIFT	SHIFT + F7
KEY_F8	F8
KEY_F8_LALT	ALT + F8
KEY_F8_LCONTROL	CTRL + F8
KEY_F8_LSHIFT	SHIFT + F8
KEY_F9	F9
KEY_F9_LALT	ALT + F9
KEY_F9_LCONTROL	CTRL + F9
KEY_F9_LSHIFT	SHIFT + F9
KEY_F10	F10
KEY_F10_LALT	ALT + F10
KEY_F10_LCONTROL	CTRL + F10
KEY_F10_LSHIFT	SHIFT + F10
KEY_F_LALT	ALT + F
KEY_F_LCONTROL	CTRL + F
KEY_F_LSHIFT	SHIFT + F
KEY_G	G
KEY_GRAVE	`
KEY_GRAVE_LALT	ALT + `
KEY_GRAVE_LCONTROL	CTRL + `
KEY_GRAVE_LSHIFT	SHIFT + `
KEY_G_LALT	ALT + G
KEY_G_LCONTROL	CTRL + G
KEY_G_LSHIFT	SHIFT + G
KEY_H	H
KEY_H_LALT	ALT + H
KEY_H_LCONTROL	CTRL + H
KEY_H_LSHIFT	SHIFT + H
KEY_I	I
KEY_I_LALT	ALT + I
KEY_I_LCONTROL	CTRL + I
KEY_I_LSHIFT	SHIFT + I
KEY_J	J
KEY_J_LALT	ALT + J
KEY_J_LCONTROL	CTRL + J
KEY_J_LSHIFT	SHIFT + J
KEY_K	K
KEY_K_LALT	ALT + K
KEY_K_LCONTROL	CTRL + K
KEY_K_LSHIFT	SHIFT + K
KEY_L	L
KEY_LALT	ALT
KEY_LCONTROL	CTRL
KEY_LEFT	LEFT
KEY_LSHIFT	SHIFT
KEY_L_LALT	ALT + L
KEY_L_LCONTROL	CTRL + L
KEY_L_LSHIFT	SHIFT + L
KEY_M	M
KEY_M_LALT	ALT + M
KEY_M_LCONTROL	CTRL + M
KEY_M_LSHIFT	SHIFT + M
KEY_N	N
KEY_NUMLOCK	NUMLOCK
KEY_NUMPAD0	NUMPAD 0
KEY_NUMPAD1	NUMPAD 1
KEY_NUMPAD2	NUMPAD 2
KEY_NUMPAD3	NUMPAD 3
KEY_NUMPAD4	NUMPAD 4
KEY_NUMPAD5	NUMPAD 5
KEY_NUMPAD6	NUMPAD 6
KEY_NUMPAD7	NUMPAD 7
KEY_NUMPAD8	NUMPAD 8
KEY_NUMPAD9	NUMPAD 9
KEY_N_LALT	ALT + N
KEY_N_LCONTROL	CTRL + N
KEY_N_LSHIFT	SHIFT + N
KEY_O	O
KEY_O_LALT	ALT + O
KEY_O_LCONTROL	CTRL + O
KEY_O_LSHIFT	SHIFT + O
KEY_P	P
KEY_PERIOD	.
KEY_PERIOD_LALT	ALT + .
KEY_PERIOD_LCONTROL	CTRL + .
KEY_PERIOD_LSHIFT	SHIFT + .
KEY_PGDN	PAGE DOWN
KEY_PGUP	PAGE UP
KEY_P_LALT	ALT + P
KEY_P_LCONTROL	CTRL + P
KEY_P_LSHIFT	SHIFT + P
KEY_Q	Q
KEY_Q_LALT	ALT + Q
KEY_Q_LCONTROL	CTRL + Q
KEY_Q_LSHIFT	SHIFT + Q
KEY_R	R
KEY_RIGHT	RIGHT
KEY_R_LALT	ALT + R
KEY_R_LCONTROL	CTRL + R
KEY_R_LSHIFT	SHIFT + R
KEY_S	S
KEY_SPACE	SPACE
KEY_SUBTRACT	-
KEY_SYSRQ	PRT SCN
KEY_S_LALT	ALT + S
KEY_S_LCONTROL	CTRL + S
KEY_S_LSHIFT	SHIFT + S
KEY_T	T
KEY_TAB	TAB
KEY_T_LALT	ALT + T
KEY_T_LCONTROL	CTRL + T
KEY_T_LSHIFT	SHIFT + T
KEY_U	U
KEY_UP	UP
KEY_U_LALT	ALT + U
KEY_U_LCONTROL	CTRL + U
KEY_U_LSHIFT	SHIFT + U
KEY_V	V
KEY_V_LALT	ALT + V
KEY_V_LCONTROL	CTRL + V
KEY_V_LSHIFT	SHIFT + V
KEY_W	W
KEY_W_LALT	ALT + W
KEY_W_LCONTROL	CTRL + W
KEY_W_LSHIFT	SHIFT + W
KEY_X	X
KEY_X_LALT	ALT + X
KEY_X_LCONTROL	CTRL + X
KEY_X_LSHIFT	SHIFT + X
KEY_Y	Y
KEY_Y_LALT	ALT + Y
KEY_Y_LCONTROL	CTRL + Y
KEY_Y_LSHIFT	SHIFT + Y
KEY_Z	Z
KEY_Z_LALT	ALT + Z
KEY_Z_LCONTROL	CTRL + Z
KEY_Z_LSHIFT	SHIFT + Z
LEADER_NAME	Leader's Name
LEAVE_FROM_GUILD_SUCCESS_MESSAGE	You have left the guild.
LEFT_SEAT	[AFK]
LEFT_SEAT_IMPOSSIBLE_ACTION	The player is currently marked as AFK.
LEFT_SEAT_LOGOUT	You have been logged out as your AFK time has expired.
LEFT_SEAT_LOGOUT_WAIT_TIME_TOOLTIP	Once your character has been marked as AFK, they remain AFK until the chosen duration has expired before being logged out.
LEFT_SEAT_RELEASE_ASK	You are marked as AFK. Do you want to become active again?
LEFT_SEAT_STATE_OFF	You are active again.
LEFT_SEAT_STATE_ON	You are marked as AFK.
LEFT_SEAT_WAIT_TIME_TOOLTIP	If you are inactive for the chosen length of time, the letters [AFK] will appear below your character name.
LEFT_TIME	Time Remaining
LEFT_TIME_LESS_THAN_1_MIN	<1 minute
LIMIT_LEVEL_GUILD	Guild level: %d
LOGIN_CONNECT_FAILURE	Error while connecting to the server.
LOGIN_CONNECT_SUCCESS	You have been connected to the server.
LOGIN_CONNETING	Please wait while you are connected to the server.
LOGIN_FAILURE_ALREAY	Your account is already connected.
LOGIN_FAILURE_BACKEND_ERR	An error has occurred. Please contact Support.
LOGIN_FAILURE_BE_SAME_KEY	Registration problem.
LOGIN_FAILURE_BLOCK_ID	This account has been blocked.
LOGIN_FAILURE_BLOCK_LOGIN	Closed server: only accounts created before the closure may enter. Please choose another one!
LOGIN_FAILURE_COUNTRY_ERR	The country code is incorrect.\nPlease contact Support.
LOGIN_FAILURE_INTEGRTING	Your account is currently being transferred. \nPlease try again in a few minutes.
LOGIN_FAILURE_IOVATION_ERR	Please activate the two-factor authentication to access this server.
LOGIN_FAILURE_NOBILL	The account has no playing time.
LOGIN_FAILURE_NOT_AVAIL	The account is not available.
LOGIN_FAILURE_NOT_EXIST_ID	Account name or password incorrect.
LOGIN_FAILURE_NOT_MAIL_CONFIRM	You must verify your account by email.
LOGIN_FAILURE_REPAIR_ID	Items have been restored for this account.
LOGIN_FAILURE_SAMELOGIN	Somebody has connected to your account.
LOGIN_FAILURE_SERVER_CLOSED	Closed server: only accounts created before the\nclosure may enter. Please select another server.
LOGIN_FAILURE_SERVER_GRADE	This account unfortunately cannot access this exclusive server.
LOGIN_FAILURE_SHUTDOWN	The server is not open yet.
LOGIN_FAILURE_STEAM_SESSION	Closed to new registrations and migrated Metin2 accounts.
LOGIN_FAILURE_TNT_SESSION	The client cannot be opened. Please restart the launcher and log in.
LOGIN_FAILURE_TOO_MANY_USER	You could not connect because too many players are online.
LOGIN_FAILURE_UNKNOWN	You could not register for unknown reasons.
LOGIN_FAILURE_WEB_BLOCK	You have been blocked at the website. Please check your EMails.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER	You entered a wrong number.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER_TRIPLE	You entered a wrong number three times. /n Your connection will be disabled.
LOGIN_FAILURE_WRONG_PASSWORD	Account name or password incorrect.
LOGIN_INPUT_ID	Enter the ID.
LOGIN_INPUT_PASSWORD	Enter the password.
LOGIN_PROCESSING	Logging in...
LOOTING_SYSTEM_CANNOT_OPEN_MAP	This cannot be opened here.
LOOTING_TICKET_DURATION	Time remaining: %s
LUCKY_BOX_DIALOG_RECV_TEXT	Do you want to accept the item?
LUCKY_BOX_DIALOG_RETRY_TEXT	Do you want to try your luck again?
MAILBOX_FAIL_USE_TIME_LIMIT	Updating Mailbox. Please try again later.
MAILBOX_POST_ALL_DELETE_FAIL_EMPTY	No messages
MAILBOX_POST_ALL_DELETE_QUESTION1	Delete all messages?
MAILBOX_POST_ALL_DELETE_QUESTION2	Messages with attachments will not be deleted.
MAILBOX_POST_ALL_GET_ITEMS_FAIL_EMPTY	You don't have any messages with attachments in your mailbox.
MAILBOX_POST_ALL_GET_ITEMS_QUESTION	Accept attachment? (Minus 5% tax on Yang)
MAILBOX_POST_DELETE_FAIL_EXIST_ITEMS	The message could not be deleted. Please accept the attachment first.
MAILBOX_POST_DELETE_QUESTION	Do you really want to delete this message?
MAILBOX_POST_GET_ITEMS_NOT_ENOUGHT_INVENTORY	Items could not be accepted. Your inventory is full.
MAILBOX_POST_GET_ITEMS_QUESTION	Accept attachment? (Minus 5% tax on Yang)
MAILBOX_POST_GET_ITEMS_WON_OVERFLOW	You cannot accept any more Won.
MAILBOX_POST_GET_ITEMS_YANG_OVERFLOW	You cannot accept any more Yang.
MAILBOX_POST_GM_ARRIVE	GM Message
MAILBOX_POST_NOT_CONFIRM_INFO_1	Unread messages: %d
MAILBOX_POST_NOT_CONFIRM_INFO_2	Without attachment: %d / With attachment: %d
MAILBOX_POST_READ_BLOCK	Are you sure you want to block %s?
MAILBOX_POST_WRITE_ALREADY_ITEM	You can only send one item per message.
MAILBOX_POST_WRITE_CAN_NOT_SPLIT_ITEM	Split the stacked items in your inventory before attaching one to the message.
MAILBOX_POST_WRITE_CONFIRM_FAIL	Unknown recipient. The message could not be sent.
MAILBOX_POST_WRITE_CONFIRM_FULL_MAILBOX	The recipient's mailbox is full. The message could not be sent.
MAILBOX_POST_WRITE_LEVEL_LIMIT	You can send messages from level 20.
MAILBOX_POST_WRITE_MONEY_NOT_ENOUGHT	You don't have enough Yang to send this message.
MAILBOX_POST_WRITE_NAME_CHECK	Confirm the recipient's name by clicking on Check Recipient.
MAILBOX_POST_WRITE_NAME_EMPTY	Enter the recipient.
MAILBOX_POST_WRITE_OK	The message has been successfully sent.
MAILBOX_POST_WRITE_QUESTION1	Do you want to send the message to %s now?
MAILBOX_POST_WRITE_QUESTION2	Delivery fee: %d Yang
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_NAME	Enter a recipient.
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_TITLE	Enter a subject.
