ACCE_ABSORB_COST	Coste de combinación: %d
GUILD_BUILDING_FIX_DELETE	¿De verdad quieres borrar el objeto?
GUILD_BUILDING_FIX_NEED_BUILDING	No hay ningún edificio.
GUILD_BUILDING_GRADE	Rank
GUILD_BUILDING_INVEST_BUILDING_CHANGED	No puedes invertir en este edificio, ya que se ha modificado.
GUILD_BUILDING_INVEST_BUILDING_EXP_TOOLTIP	Experiencia de edificio
GUILD_BUILDING_INVEST_BUTTON_TOOLTIP	Invertir experiencia de edificio
GUILD_BUILDING_INVEST_NOT_ENOUGH_INVENTORY	No tienes suficiente espacio en el inventario para recibir tiques de construcción especiales.
GUILD_BUILDING_INVEST_NOT_ENOUGH_INVEST_COUNT	Ya has consumido todas tus posibilidades de inversión.
GUILD_BUILDING_INVEST_NOT_ENOUGH_ITEM	Te faltan %s objetos.
GUILD_BUILDING_INVEST_QUESTION	¿Quieres invertir 1 %s en %s?
GUILD_BUILDING_INVEST_RESULT_MESSAGE_LEVEL_UP	%s ha alcanzado el nivel %s.
GUILD_BUILDING_INVEST_RESULT_MESSAGE_MAX_LEVEL	Este edificio ya ha alcanzado su nivel máximo y no se puede mejorar más.
GUILD_BUILDING_INVEST_RESULT_MESSAGE_NORMAL	Has utilizado un %s para invertir en %s %s de EXP.
GUILD_BUILDING_INVEST_RESULT_MESSAGE_NOT_ENOUGH_GUILD_LEVEL_TO_LEVEL_UP	El nivel del gremio no es lo suficientemente alto como para poder seguir mejorando este edificio. Aumenta primero el nivel del gremio
GUILD_BUILDING_LANDSCAPE_BUTTON_TOOLTIP	Paisaje
GUILD_BUILDING_LOG_PLUS	Tronco+
GUILD_BUILDING_NAME	Nombre de construcción
GUILD_BUILDING_PLY_PLUS	Chapeado+
GUILD_BUILDING_SMELT_STONE	Piedra rúnica
GUILD_BUILDING_STONE_PLUS	Piedra fundación+
GUILD_BUILDING_USE_COST_LOG_NOTUSE	No tienes derechos para utilizar este objeto.
GUILD_BUILDING_USE_COST_LOG_TYPE_FACILITY	Edificio de mejoras
GUILD_BUILDING_USE_COST_LOG_TYPE_SMELT	Edificio de refinamiento
GUILD_BUILDING_USE_COST_LOG_TYPE_SPECIAL	Santuarios
GUILD_BUILDING_USE_COST_LOG_UI_CLOSE	Cerrar
GUILD_BUILDING_USE_COST_LOG_UI_NAME	Nombre
GUILD_BUILDING_USE_COST_LOG_UI_TYPE	Tipo de edificio
GUILD_BUILDING_USE_COST_LOG_UI_YANG	Cantidad recibida
GUILD_CANNOT_HEAL_GSP_ANYMORE	La energía Dragón Fantasma ya se ha recargado completamente.
GUILD_CHANGEMASTER_TEXT1	Asume el liderazgo: %s
GUILD_CHANGEMASTER_TEXT2	¿Quieres asignarle el liderazgo del gremio a otra persona?
GUILD_CHANGEMASTER_TEXT3	¿Seguro que quieres renunciar
GUILD_CHANGEMASTER_TEXT4	al liderazgo del gremio?
GUILD_COMMENT	Escribe
GUILD_CONTENTS_ONGOING	Batalla en curso
GUILD_CREATE_ERROR_INSULT_NAME	Nombre de Gremio no válido.
GUILD_DEFAULT_GRADE	Miembros de Gremio
GUILD_DELETE	Borrar
GUILD_DELETE_PLAYER_EXP_ICON_TOOLTIP	Experiencia utilizada
GUILD_DELETE_PLAYER_EXP_INPUT_VALUE_LESS_THAN_100	Cantidad mínima: 100
GUILD_DELETE_PLAYER_EXP_NOT_ENOUGH_EXP_1	No hay puntos de experiencia que se puedan utilizar.
GUILD_DELETE_PLAYER_EXP_NOT_ENOUGH_EXP_2	No hay suficiente puntos de experiencia.
GUILD_DELETE_PLAYER_EXP_NOT_ENOUGH_YANG	No tienes suficiente Yang.
GUILD_DELETE_PLAYER_YANG_ICON_TOOLTIP	Cantidad necesaria
GUILD_DEPOSIT	Depósito
GUILD_DISBAND_OR_LEAVE_OR_OUT_FAIL_MESSAGE	Ahora mismo no puedes abandonar el gremio porque estás en medio de una batalla.
GUILD_DISBAND_SUCCESS_MESSAGE	El gremio se ha disuelto.
GUILD_DONATE_FAIL_NOT_ENOUGH_HIGH_ITEM	No tienes suficientes Donativos grandes.
GUILD_DONATE_FAIL_NOT_ENOUGH_INVENTORY	Tu inventario está lleno. No puedes donar.
GUILD_DONATE_FAIL_NOT_ENOUGH_LEVEL	Para hacer donativos tienes que haber subido al menos al nivel 30.
GUILD_DONATE_FAIL_NOT_ENOUGH_MIDDLE_ITEM	No tienes suficientes Donativos medianos.
GUILD_DONATE_FAIL_NOT_ENOUGH_YANG	No tienes suficiente Yang.
GUILD_DONATE_FAIL_TIME	No podrás hacer donativos durante las 24 horas posteriores a tu ingreso en el gremio.
GUILD_DONATE_QUESTION_HIGH	¿Quieres hacer una donación grande?
GUILD_DONATE_QUESTION_MIDDLE	¿Quieres hacer una donación mediana?
GUILD_DONATE_QUESTION_NORMAL	¿Quieres hacer una donación pequeña?
GUILD_DO_YOU_HEAL_GSP	¿Deseas emplear %d Yang para restaurar %d Dragones Fantasma?
GUILD_DO_YOU_JOIN	 te ha invitado. ¿Aceptas entrar en el gremio?
GUILD_DRAGONLAIR_MIN	Mín.
GUILD_DRAGONLAIR_OVERALL_RANKING_BOARD_TITLE_RED	Clasificación total: Refugio de Meley
GUILD_DRAGONLAIR_OVERALL_RANKING_BOARD_TITLE_WHITE	Clasificación total: Cripta de Balathor
GUILD_DRAGONLAIR_PARTY_ALL	Lista general de los mejores
GUILD_DRAGONLAIR_PARTY_LINE_FOUR	Puesto 11 o posterior: 100 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_HELP	Ayuda
GUILD_DRAGONLAIR_PARTY_LINE_ONE	Puesto 1: 400 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_THREE	Puestos 4 - 10: 200 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_TWO	Puestos 2 - 3: 300 Gaya
GUILD_DRAGONLAIR_PARTY_MEMBER	Miembros
GUILD_DRAGONLAIR_PARTY_NOW	Lista semanal de los mejores
GUILD_DRAGONLAIR_PARTY_PAST	Lista anterior de los mejores
GUILD_DRAGONLAIR_PARTY_TIME	Tiempo
GUILD_DRAGONLAIR_PARTY_TOOLTIP_TITLE	Recompensa
GUILD_DRAGONLAIR_RANKING_FAIL	FRACASO
GUILD_DRAGONLAIR_RANKING_NONE	NUEVO
GUILD_DRAGONLAIR_RANKING_SUCCESS	ÉXITO
GUILD_DRAGONLAIR_SECOND	Seg.
GUILD_DRAGONLAIR_WEEKLY_RANKING_BOARD_TITLE_RED	Clasificación actual: Refugio de Meley
GUILD_DRAGONLAIR_WEEKLY_RANKING_BOARD_TITLE_WHITE	Clasificación actual: Cripta de Balathor
GUILD_DRAGON_LAIR_DUNGEON_APPLY_SUCCESS	Te has registrado para la Cripta de Balathor. Habla con el guarda dragónico Dolnarr para entrar. A partir de ese momento, tendrás 10 minutos para iniciar la batalla.
GUILD_DRAGON_LAIR_DUNGEON_START	El combate por la Cripta de Balathor ha comenzado. El límite de tiempo es de una hora.
GUILD_EMPTY_AREA	Tierra vacia
GUILD_ENEMY_GUILD_NAME	Nombre de Gremio del enemigo
GUILD_FACILITY	Dependencias
GUILD_GEM	Gema
GUILD_HEADQUARTER	Edificio Principal
GUILD_HEAL_GSP	Recargar Dragón Fantasma
GUILD_INFO_ENEMY_GUILD_EMPTY	Ninguno
GUILD_LAND_BASEINFO_LAND_LOCATION_MESSAGE	El terreno del gremio se encuentra en %s, en las coordenadas %d, %d.
GUILD_LAND_TEXT	Terreno del gremio
GUILD_MARK_NOT_ENOUGH_LEVEL	Se necesita por lo menos el nivel 3
GUILD_MARK_UPLOAD_NOTICE	Por favor, espera para poder registrar logos de gremios.
GUILD_MEMBEROUT_AUTH	No puedes expulsar miembros.
GUILD_MEMBEROUT_NOMAL	¿Quieres expulsar al miembro?
GUILD_MEMBER_JOB	Clase
GUILD_MEMBER_KNIGHT	Guerrero
GUILD_MEMBER_LEVEL	Nivel
GUILD_MEMBER_NAME	Miembro
GUILD_MEMBER_RANK	Clasificación
GUILD_MEMBER_SPECIFIC_GRAVITY	EXP donado
GUILD_MESSAGE_NOT_ENOUGH_GUILD_LEVEL_TO_OPEN_NON_NPC_GUILD_SHOP	Disponible a partir del nivel de gremio 21.
GUILD_NAME	Nombre de Gremio
GUILD_NOT_ENOUGH_MATERIAL	No hay suficiente material para este edificio.
GUILD_NOT_ENOUGH_MONEY	No hay suficiente Yang para este edificio.
GUILD_NO_NOTICE_PERMISSION	No tienes los permisos para realizar un anuncio.
GUILD_OBJECT	Objetos
GUILD_OBJECT_POSSIBLE_NEWWORLD	Este edificio solo está disponible en el continente de Yohara.
GUILD_OFFER_EXP	Invertir experiencia
GUILD_RED_DRAGONLAIR_WEEKLY_RANKING_REWARD_TOOLTIP	Recompensas por clasificación:\n1.er puesto: Título "Conquistador llameante" y Dragón de magma (5 días)\n2.º puesto: Dragón de magma (3 días)\n3.er puesto: Dragón de magma (1 día)
GUILD_SELECT_ONE	Selecciona a un miembro del gremio.
GUILD_SHORT_EXP	No hay suficiente puntos de experiencia.
GUILD_SITE_AUCTION_END_TIME	Subasta de terrenos: %02d/%02d (mes/día) a las %02d:%02d h
GUILD_SITE_AUCTION_END_TIME_DEFAULT	Subasta de terreno: n/a
GUILD_SITE_AUCTION_INFO	Terreno que se oferta: %s / %d,%d
GUILD_SITE_AUCTION_INFO_DEFAULT	Terreno que se oferta: n/a
GUILD_SITE_AUCTION_MAP_INFO	Fecha (mes/día): %02d/%02d; Hora: %02d:%02d h
GUILD_SITE_AUCTION_STATE_NONE	Todas las ofertas se han vendido.
GUILD_SITE_AUCTION_STATE_REGIST	En %s, se subasta el terreno %s, %s. Solo los líderes del gremio pueden registrarse en la subasta de terrenos.
GUILD_SITE_AUCTION_STATE_RUN	La subasta de terrenos finalizará el %02d/%02d (mes/día) a las %02d:%02d h.
GUILD_SITE_AUCTION_STATE_WAIT	El %02d/%02d (mes/día) a las %02d:%02d h comenzará la subasta de terrenos para %s, terreno %d,%d.
GUILD_SITE_AUTO_ABNDON_TIME	Cesión de terreno automática: %s
GUILD_SITE_TAX_INFO	El terreno del gremio se abandonará en %s. Se borrarán todos los objetos en el almacén del gremio.
GUILD_SPECIAL_BUILDING_BUFF_GET_BUFF_BUTTON_TOOLTIP	Potenciador recibido
GUILD_SPECIAL_BUILDING_BUFF_NOT_ENOUGH_SPECIAL_TICKET	No tienes suficientes tiques de construcción especiales.
GUILD_SPECIAL_BUILDING_BUFF_NOT_ENOUGH_YANG_TO_REROLL	No tienes suficiente Yang.
GUILD_SPECIAL_BUILDING_BUFF_QUESTION_GET_BUFF	¿Quieres recibir los potenciadores? Si los efectos son iguales, solo se aplica el valor más alto.
GUILD_SPECIAL_BUILDING_BUFF_REROLL_BUTTON_TOOLTIP	Puedes cambiar la lista de potenciadores actual por una nueva, pagando los gastos correspondientes.
GUILD_SPECIAL_BUILDING_BUFF_REROLL_RESULT	Se ha reemplazado la lista de potenciadores.
GUILD_SPECIAL_BUILDING_SUMMON_REROLL_RESULT	Se ha reemplazado la lista de invocaciones.
GUILD_SUMMON_DUNGEON_NOT_ENOUGH_SPECIAL_TICKET	No tienes suficientes tiques de construcción especiales.
GUILD_SUMMON_DUNGEON_NOT_ENOUGH_YANG_TO_REROLL	No tienes suficiente Yang.
GUILD_SUMMON_DUNGEON_QUESTION_SUMMON	¿Quieres invocar monstruos?
GUILD_SUMMON_DUNGEON_REROLL_BUTTON_TOOLTIP	Puedes cambiar la lista de invocaciones actual por una nueva, pagando los gastos correspondientes.
GUILD_SUMMON_DUNGEON_SUMMON_BUTTON_TOOLTIP	Invocar
GUILD_TILE_BASEINFO	Información del terreno
GUILD_TILE_BOARD	Notas del gremio
GUILD_TILE_GRADE	Administración Derechos
GUILD_TILE_GUILD_BATTLE	Batalla Gremial
GUILD_TILE_GUILD_CONTENTS_LIST	Batalla Gremial
GUILD_TILE_INFO	Información de Gremio
GUILD_TILE_MEMBER	Miembros
GUILD_TILE_SKILL	Habilidades del Gremio
GUILD_USE_MASTER_ONLY	Esto únicamente lo puede hacer el líder del gremio.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Terrenos de la Guerra de gremios
GUILD_WAR2	Terrenos de la Guerra de gremios
GUILD_WAR3	Terrenos de la Guerra de gremios
GUILD_WAR4	Terrenos de la Guerra de gremios
GUILD_WAR_GAINSCORE_FIFTY	50 puntos
GUILD_WAR_GAINSCORE_HUNDRED	100 puntos
GUILD_WAR_GAINSCORE_THIRTY	30 puntos
GUILD_WAR_GAMETIME_SIXTY	60 minutos
GUILD_WAR_GAMETIME_TEN	10 minutos
GUILD_WAR_GAMETIME_THIRTY	30 minutos
GUILD_WAR_LIMIT_30MIN	Tiempo: 30 minutos
GUILD_WAR_REWARD_POTION	Recompensa: El ganador recibe una poción.
GUILD_WAR_SELECT_WAR	Escoger tipo de batalla
GUILD_WAR_TYPE_DEFENSE	Lucha de escudos
GUILD_WAR_TYPE_DIE	Lucha en la arena
GUILD_WAR_TYPE_FLAG	Lucha por bandera
GUILD_WAR_TYPE_NORMAL	Batalla de campo
GUILD_WAR_TYPE_TIGER	Lucha de destrucción
GUILD_WAR_TYPE_TIME	Ataque temporal
GUILD_WAR_USE_BATTLE_MAP	Lugar: Arena de guerra de gremios
GUILD_WAR_USE_NORMAL_MAP	Lugar: Mapa normal
GUILD_WAR_WIN_CHECK_SCORE	El mayor resultado gana la guerra.
GUILD_WAR_WIN_FIVE	Cinco rondas
GUILD_WAR_WIN_ONE	Una ronda
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Conquista la bandera del enemigo
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	y llévala a tu base.
GUILD_WAR_WIN_THREE	Tres rondas
GUILD_WAR_WIN_WIPE_OUT_GUILD	Derrota a todos los enemigos para ganar.
GUILD_WHITE_DRAGONLAIR_WEEKLY_RANKING_REWARD_TOOLTIP	Recompensas por clasificación:\n1.er puesto: Título "Juez gélido" y Ala helada de Balathor (5 días)\n2.º puesto: Ala helada de Balathor (3 días)\n3.er puesto: Ala helada de Balathor (1 día)
GUILD_WHITE_DRAGON_LAIR_ALREADY_USED_BUFF_POTION	Los efectos ya están activos.
GUILD_WHITE_DRAGON_LAIR_BUFF_POTION_CANNOT_USE_IN_MAP	Eso solo se puede utilizar en la Cripta de Balathor.
GUILD_WHITE_DRAGON_LAIR_CANNOT_ATTACK_EGG	Debes mover el Huevo de dragón ardiente en otra dirección.
GUILD_WHITE_DRAGON_LAIR_CAN_USE_SINGIJEON	¡El Hwacha está preparado para disparar!
GUILD_WHITE_DRAGON_LAIR_CONCENTRATED_STRIKE_REMAIN_TIME	Concéntrate en el Huevo de dragón helado antes de que desaparezca en %d segundos.
GUILD_WHITE_DRAGON_LAIR_CONCENTRATED_STRIKE_SUCCESS	Has conseguido repeler el Frío gélido.
GUILD_WHITE_DRAGON_LAIR_DRAGON_CRY_SOUNDS_LOUDER	El rugido de Balathor estremece la cripta.
GUILD_WHITE_DRAGON_LAIR_DRAGON_STARTS_GOING_CRAZY	El Huevo de Dragón de Balathor no está en sus proximidades: ¡ya no se está conteniendo!
GUILD_WHITE_DRAGON_LAIR_DRAGON_STARTS_GOING_MILD	Los Huevos de Dragón de Balathor vuelven a estar en sus proximidades. Va a tener mucho cuidado de no liberar todo su poder.
GUILD_WHITE_DRAGON_LAIR_FAIL_1	No has conseguido completar correctamente la Cripta de Balathor. Se te teletransportará fuera de aquí en 5 minutos.
GUILD_WHITE_DRAGON_LAIR_FAIL_2	Se te teletransportará fuera de aquí en 3 minutos. Puedes hablar con el guarda dragónico Dolnarr para salir inmediatamente de la mazmorra.
GUILD_WHITE_DRAGON_LAIR_FIRE_ARROW_COUNT_FULL	Ya no puedes cargar más flechas.
GUILD_WHITE_DRAGON_LAIR_GAUGE_INCREASED_BY_DESTROYED_EGG	Los sellos de Balathor se han debilitado significativamente porque se ha destruido un Huevo de Dragón.
GUILD_WHITE_DRAGON_LAIR_GAUGE_INCREASED_BY_DYING	La muerte de un héroe ha debilitado el sello de Balathor.
GUILD_WHITE_DRAGON_LAIR_GAUGE_INCREASED_BY_FREEZING_DEBUFF	Los sellos de Balathor se han debilitado porque se ha congelado a alguien.
GUILD_WHITE_DRAGON_LAIR_GET_FIRE_ARROW	Destruye cristales de hielo ancestrales para obtener flechas llameantes.
GUILD_WHITE_DRAGON_LAIR_HIDDEN_CONCENTRATED_STRIKE_START	¡Destruye rápido el Huevo de dragón helado!
GUILD_WHITE_DRAGON_LAIR_HIDDEN_CONCENTRATED_STRIKE_WAIT	Tras 10 segundos, aparecerá el Huevo de Dragón de Balathor y se podrá llevar a cabo un ataque dirigido.
GUILD_WHITE_DRAGON_LAIR_HIDDEN_FAIL_REWARD	Balathor sale huyendo y deja atrás su tesoro.
GUILD_WHITE_DRAGON_LAIR_NEXT_CONCENTRATED_STRIKE_NEED_MORE_DAMAGE	Para el siguiente ataque dirigido serán necesarios más daños.
GUILD_WHITE_DRAGON_LAIR_NOTICE_CONCENTRATED_STRIKE_START	¡Uno de los Huevos de Dragón de Balathor invoca un Frío gélido mágico! Lleva a cabo un ataque dirigido para evitarlo.
GUILD_WHITE_DRAGON_LAIR_NOTICE_GIVE_UP	Has abandonado el intento de superar la Cripta de Balathor. Se te teletransportará fuera de aquí en 1 minuto.
GUILD_WHITE_DRAGON_LAIR_NOTICE_INCREASE_ARROW_COUNT	El Hwacha está cargado con %d flechas llameantes.
GUILD_WHITE_DRAGON_LAIR_NOTICE_LIMIT_TIME	Tiempo restante: %d
GUILD_WHITE_DRAGON_LAIR_NOTICE_REWARD_STAGE_REMAIN_TIME	Se te teletransportará fuera de aquí en %d minutos. Puedes hablar con el guarda dragónico Dolnarr para salir inmediatamente de la mazmorra.
GUILD_WHITE_DRAGON_LAIR_NOTICE_REWARD_STATGE	Puedes reclamar tu recompensa en el Tesoro de Balathor. Se te teletransportará fuera de aquí en 5 minutos.
GUILD_WHITE_DRAGON_LAIR_NOTICE_SPAWNEED_BROKEN_EGG	Ha aparecido un Huevo de dragón ardiente.
GUILD_WHITE_DRAGON_LAIR_NOT_ENOUGH_GUILD_SP	No tienes suficiente Fuerza Dragón.
GUILD_WHITE_DRAGON_LAIR_PROTECTED_EGGS	¡Destruye los huevos para infligir daños!
GUILD_WHITE_DRAGON_LAIR_PUT_EGGS_BACK_IN_ORIGINAL_PLACE	El Huevo de Dragón de Balathor vuelve a su punto de origen.
GUILD_WHITE_DRAGON_LAIR_REPAIR_SINGIJEON	No se puede cargar el Hwacha antes de haberlo reparado.
GUILD_WHITE_DRAGON_LAIR_REPAIR_SINGIJEON_SUCCESS	El Hwacha ya está totalmente reparado.
GUILD_WHITE_DRAGON_LAIR_RUN_AWAY_TO_BREATH	Balathor ha visto cómo destruían un Huevo de Dragón. ¡Esquiva su aliento de hielo!
GUILD_WHITE_DRAGON_LAIR_UI_BOSS_NAME_TOOLTIP	Balathor
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_INFO_1	Restante
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_INFO_2	Probabilidades: %d
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_TOOLTIP	Si se destruyen %d Huevos de dragón ardientes, no superarás la mazmorra.
GUILD_WHITE_DRAGON_LAIR_UI_FLYING_FLMAE_BREATH_TOOLTIP	Si los sellos fallan al 100 %%, Balathor dirigirá su letal mirada hacia vosotros. (Debilitación de los sellos actual: %d %%)
GUILD_WHITE_DRAGON_LAIR_UI_HIDDEN_BOSS_NAME_TOOLTIP	Balathor
GUILD_WHITE_DRAGON_LAIR_UI_SINGIJEON_NAME_TOOLTIP	Hwacha
GUILD_WHITE_DRAGON_LAIR_UI_SINGIJEON_TOOLTIP	El blindaje de escamas de Balathor se podrá destruir cuando se hayan cargado 8 flechas. Puedes obtener flechas llameantes de los cristales de hielo ancestrales. Carga actual: %d
GUILD_WITHDRAW	Alternativa
GUILD_YOU_DO_NOT_JOIN	No eres miembro de ningún gremio
HACK_USER_MESSAGE	Esta función no está disponible porque se ha detectado un programa de hackeo.
HORSE_HEALTH0	Muerto
HORSE_HEALTH1	Muerto de hambre
HORSE_HEALTH2	Hambriento
HORSE_HEALTH3	Lleno
HORSE_LEVEL1	Caballo Normal
HORSE_LEVEL2	Caballo de Batalla
HORSE_LEVEL3	Caballo Militar
HORSE_LEVEL4	Caballo de batalla poderoso
HOUR	h
HOW_MANY_ITEM_DO_YOU_DROP1	¿Deseas tirar %s?
HOW_MANY_ITEM_DO_YOU_DROP2	¿Deseas tirar %s %d?
ICECREAM_EVENT_EXCHANGE_SCOOP_SUCCESS	Has transferido %d Bolas de hielo al nuevo menú de evento.
ICECREAM_EVENT_GET_SCOOP	Has obtenido una Bola de hielo.
ICECREAM_EVENT_SCOOP_MAX_COUNT	No puedes obtener más Bolas de hielo.
INPUT_MATRIX_CARD_NUMBER	Introduce código de Tarjeta Matrix.
INPUT_MATRIX_CARD_TITLE	Tarjeta Matrix
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Introduce aquí el código de borrado de los ajustes de tu cuenta.
INPUT_PRIVATE_CODE_DIALOG_TITLE	Borrar personaje
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Papel de retorno no puede ser combinado.
INVENTORY_REALLY_USE_ITEM	¿Deseas usar el objeto en este objeto?
INVENTORY_REALLY_USE_ITEM2	¿Seguro que quieres utilizar este objeto?
INVENTORY_REALLY_USE_PET_BAG_ITEM	¿Seguro que quieres meter a tu mascota en el Trasportín?
INVENTORY_REALLY_USE_PET_BAG_TAKE_OUT	¿Quieres abrir el Trasportín?
INVENTORY_REALLY_USE_PET_FEEDSTUFF_ITEM	¿Quieres alimentar con %s a %s?
IS_NOT_PET_CHANGE_ITEM	Este no es el objeto Hechizar mascota.
IS_NOT_PET_ITEM	Eso no es una mascota.
ITEM_CANNOT_REFINE	Este objeto no se puede mejorar.
ITEM_TOOLTIP_DESC_GEM_BAG_DEFAULT	Úsala para meter hasta 9999 Gaya. | Desaparece después de 30 días.\nLa Bolsa de Gaya es comerciable.
ITEM_TOOLTIP_DESC_GEM_BAG_HAVE_GEM	Bolsa de Gaya (%d Gaya, comerciable). \nAl abrir la bolsa, obtendrás %d Gaya.
ITEM_TOOLTIP_DESC_GEM_BAG_REWARD	La recompensa por animar al equipo ganador es la Bolsa deportiva de Gaya.\nNo es comerciable.
ITEM_TOOLTIP_DESC_GEM_BAG_REWARD_HAVE_GEM	Bolsa deportiva de Gaya (%d Gaya, no es comerciable). \nAl abrir la bolsa deportiva, obtendrás %d Gaya.
JOB_ASSASSIN	Ninja
JOB_ASSASSIN0	Ninguno
JOB_ASSASSIN1	Ninja cuerpo a cuerpo
JOB_ASSASSIN2	Ninja a distancia
JOB_SHAMAN	Chamán
JOB_SHAMAN0	Ninguno
JOB_SHAMAN1	Chamán Dragón
JOB_SHAMAN2	Chamán Curación
JOB_SURA	Sura
JOB_SURA0	Ninguno
JOB_SURA1	Sura Armamento
JOB_SURA2	Sura Magia Negra
JOB_WARRIOR	Guerrero
JOB_WARRIOR0	Ninguno
JOB_WARRIOR1	Guerrero Corporal
JOB_WARRIOR2	Guerreros Mental
JOB_WOLFMAN	Lícano
JOB_WOLFMAN0	Lícano principiante
JOB_WOLFMAN1	Instinto
JOB_WOLFMAN2	N.A.
KEYCHANGE_DONT_SAVE_EXIT	¿Cerrar sin guardar?
KEYCHANGE_IMPOSSIBLE_CHANGE	¡Aquí no se puede utilizar [Control], [Alt], [Shift]!
KEYCHANGE_SAVE_EXIT	¿Guardar y cerrar?
KEY_0	0
KEY_0_LALT	ALT + 0
KEY_0_LCONTROL	CONTROL + 0
KEY_0_LSHIFT	SHIFT + 0
KEY_1	1
KEY_1_LALT	ALT + 1
KEY_1_LCONTROL	CONTROL + 1
KEY_1_LSHIFT	SHIFT + 1
KEY_2	2
KEY_2_LALT	ALT + 2
KEY_2_LCONTROL	CONTROL + 2
KEY_2_LSHIFT	SHIFT + 2
KEY_3	3
KEY_3_LALT	ALT + 3
KEY_3_LCONTROL	CONTROL + 3
KEY_3_LSHIFT	SHIFT + 3
KEY_4	4
KEY_4_LALT	ALT + 4
KEY_4_LCONTROL	CONTROL + 4
KEY_4_LSHIFT	SHIFT + 4
KEY_5	5
KEY_5_LALT	ALT + 5
KEY_5_LCONTROL	CONTROL + 5
KEY_5_LSHIFT	SHIFT + 5
KEY_6	6
KEY_6_LALT	ALT + 6
KEY_6_LCONTROL	CONTROL + 6
KEY_6_LSHIFT	SHIFT + 6
KEY_7	7
KEY_7_LALT	ALT + 7
KEY_7_LCONTROL	CONTROL + 7
KEY_7_LSHIFT	SHIFT + 7
KEY_8	8
KEY_8_LALT	ALT + 8
KEY_8_LCONTROL	CONTROL + 8
KEY_8_LSHIFT	SHIFT + 8
KEY_9	9
KEY_9_LALT	ALT + 9
KEY_9_LCONTROL	CONTROL + 9
KEY_9_LSHIFT	SHIFT + 9
KEY_A	A
KEY_ADD	+
KEY_A_LALT	ALT + A
KEY_A_LCONTROL	CONTROL + A
KEY_A_LSHIFT	SHIFT + A
KEY_B	B
KEY_B_LALT	ALT + B
KEY_B_LCONTROL	CONTROL + B
KEY_B_LSHIFT	SHIFT + B
KEY_C	C
KEY_COMMA	,
KEY_COMMA_LALT	ALT + ,
KEY_COMMA_LCONTROL	CONTROL + ,
KEY_COMMA_LSHIFT	SHIFT + ,
KEY_C_LALT	ALT + C
KEY_C_LCONTROL	CONTROL + C
KEY_C_LSHIFT	SHIFT + C
KEY_D	D
KEY_DOWN	ABAJO
KEY_D_LALT	ALT + D
KEY_D_LCONTROL	CONTROL + D
KEY_D_LSHIFT	SHIFT + D
KEY_E	E
KEY_E_LALT	ALT + E
KEY_E_LCONTROL	CONTROL + E
KEY_E_LSHIFT	SHIFT + E
KEY_F	F
KEY_F1	F1
KEY_F1_LALT	ALT + F1
KEY_F1_LCONTROL	CONTROL + F1
KEY_F1_LSHIFT	SHIFT + F1
KEY_F2	F2
KEY_F2_LALT	ALT + F2
KEY_F2_LCONTROL	CONTROL + F2
KEY_F2_LSHIFT	SHIFT + F2
KEY_F3	F3
KEY_F3_LALT	ALT + F3
KEY_F3_LCONTROL	CONTROL + F3
KEY_F3_LSHIFT	SHIFT + F3
KEY_F4	F4
KEY_F4_LALT	ALT + F4
KEY_F4_LCONTROL	CONTROL + F4
KEY_F4_LSHIFT	SHIFT + F4
KEY_F5	F5
KEY_F5_LALT	ALT + F5
KEY_F5_LCONTROL	CONTROL + F5
KEY_F5_LSHIFT	SHIFT + F5
KEY_F6	F6
KEY_F6_LALT	ALT + F6
KEY_F6_LCONTROL	CONTROL + F6
KEY_F6_LSHIFT	SHIFT + F6
KEY_F7	F7
KEY_F7_LALT	ALT + F7
KEY_F7_LCONTROL	CONTROL + F7
KEY_F7_LSHIFT	SHIFT + F7
KEY_F8	F8
KEY_F8_LALT	ALT + F8
KEY_F8_LCONTROL	CONTROL + F8
KEY_F8_LSHIFT	SHIFT + F8
KEY_F9	F9
KEY_F9_LALT	ALT + F9
KEY_F9_LCONTROL	CONTROL + F9
KEY_F9_LSHIFT	SHIFT + F9
KEY_F10	F10
KEY_F10_LALT	ALT + F10
KEY_F10_LCONTROL	CONTROL + F10
KEY_F10_LSHIFT	SHIFT + F10
KEY_F_LALT	ALT + F
KEY_F_LCONTROL	CONTROL + F
KEY_F_LSHIFT	SHIFT + F
KEY_G	G
KEY_GRAVE	º
KEY_GRAVE_LALT	ALT + º
KEY_GRAVE_LCONTROL	CONTROL + º
KEY_GRAVE_LSHIFT	SHIFT + º
KEY_G_LALT	ALT + G
KEY_G_LCONTROL	CONTROL + G
