ACCE_ABSORB_COST	ÊßÇáíİ ÇáÏãÌ: %d
GAME_INIT_ERROR_MAIN_WINDOW	ÊÚĞÑ ÚÑÖ ÇáäÇİĞÉ ÇáÑÆíÓíÉ.
GAME_INIT_ERROR_MOB_PROTO	áÇ ÊæÌÏ Ãí ãÚáæãÇÊ Úä ÇáæÍÔ.\nÇáÑÌÇÁ ÅÚÇÏÉ ÊËÈíÊ ÇááÚÈÉ.
GAME_INIT_ERROR_NETWORK	áÇ íãßä ÊÓÌíá ÈØÇŞÉ ÇáÇÊÕÇá.\nÇáÑÌÇÁ ÇáÊÍŞŞ ãä ÇáÇÊÕÇá ÚÈÑ ÇáÅäÊÑäÊ.
GAME_OPTION_GAME	áÚÈÉ
GAME_OPTION_KEYCHANGE_SAVE_OPTION	ÍÏÏ áÍİÙ ÑæÇÈØ ÇáãİÇÊíÍ áåĞå ÇáÔÎÕíÉ İŞØ.
GAME_OPTION_KEYSETTING	ãåãÉ ÇáãİÊÇÍ
GAME_OPTION_KEYSETTING_CHECK_KEY	ÇáæÙíİÉ ÇáÂä áíÓ áåÇ ÒÑ ãÎÕÕ.
GAME_OPTION_KEYSETTING_KEY_CHANGE_CHECK	åĞÇ ÇáÒÑ ãÓÊÎÏã ÈÇáİÚá áÜ %s. åá ÊÑíÏ ÇáÊÛííÑ¿
GAME_OPTION_KEYSETTING_KEY_INIT_NOTICE	%s Êã ÅÚÇÏÉ ÇáÊÚííä. ÇáÑÌÇÁ ÇáÇÎÊíÇÑ ãÑÉ ÃÎÑì.
GAME_OPTION_LOOTING	ÛäíãÉ
GAME_OPTION_SYSTEM	äÙÇã ÇáÊÔÛíá
GAME_OPTION_SYSTEM_DROP_YANG_CHECK_TOOLTIP	íÙåÑ ÇáíÇäÛ ÚäÏ ÊÍÏíÏ åĞÇ ÇáÎíÇÑ æíÊã ÅÎİÇÄå ÚäÏ ÅáÛÇÁ ÊÍÏíÏå.
GAME_OPTION_SYSTEM_STRUCTURE_TOOLTIP	ÅÎİÇÁ ÇáÏíßæÑ
GAME_PICK_MONEY	áŞÏ ÍÕáÊ Úáì %s ãä ÇáíÇäÛ.
GAME_USE_MONEY	Êã ÅäİÇŞ %s íÇäÛ.
GEM_CONVERTER_MESSAGE_CONVERT_SUCCESS_CONVERTER	áŞÏ ÇÓÊÎÏãÊ %d ãÍæáÇÊ ÛÇíÇ.
GEM_CONVERTER_MESSAGE_CONVERT_SUCCESS_GEM_STONE	Êã ÇÓÊåáÇß %d ãä ÇáÃÍÌÇÑ ÇáßÑíãÉ.
GEM_CONVERTER_MESSAGE_GEM_MAX	áŞÏ æÕáÊ Åáì ÇáÍÏ ÇáÃŞÕì Çáããßä ãä ÇáÛÇíÇ.
GEM_CONVERTER_MESSAGE_NOT_ENOUGH_GEMSTONE	áÇ ÒáÊ ÈÍÇÌÉ Åáì %s ãä ÇáÃÍÌÇÑ ÇáßÑíãÉ.
GEM_CONVERTER_MESSAGE_NOT_ENOUGH_GOLD	áíÓ áÏíß ãÇ íßİí ãä ÇáíÇäÛ.
GEM_CONVERTER_MESSAGE_USE_CONVERTER_QUESTION	åá ÊÑíÏ ÇÓÊÎÏÇã ãÍæá ÛÇíÇ¿
GEM_SYSTEM_ADD_SLOT	ÇáÈäÏ ÇáãØáæÈ: %s.\nåá ÊæÏ ÅÓÊÎÏÇã %d ÇáÂä áİÊÍ ÎÇäÉ ÃÎÑì¿
GEM_SYSTEM_BUY_ITEM	åá ÊæÏ ÔÑÇÁ åĞÇ ÇáÔíÁ¿
GEM_SYSTEM_NAME	ÛÇíÇ
GEM_SYSTEM_NOT_ENOUGHT_REFRESHITEM	[ÛÇíÇ] áíÓ áÏíß ãÇ íßİí ãä "ÅÚÇÏÉ ÊÚííä ãÊÌÑ ÇáÛÇíÇ".
GEM_SYSTEM_NOT_ENOUGH_HP_GEM	[ÛÇíÇ] áíÓ áÏíß ãÇ íßİí ãä ÇáÛÇíÇ.
GEM_SYSTEM_NO_MORE_ADDSLOT	[ÛÇíÇ] áÇ íãßäß İÊÍ ÇáãÒíÏ ãä ÇáÎÇäÇÊ.
GEM_SYSTEM_OPEN_GEMSHOP	[ÛÇíÇ] Úáíß İÊÍ ãÊÌÑ ÇáÛÇíÇ ÃæáÇ.
GEM_SYSTEM_PICK_GEM	áŞÏ ÍÕáÊ Úáì %s ÛÇíÇ.
GEM_SYSTEM_REFRESH_SHOP_ITEMS	åá ÊÑÛÈ İí ÅÚÇÏÉ ÇáÊÚííä¿
GEM_USE_GEM	Êã ÅäİÇŞ %s ÛÇíÇ.
GIVEUP_QUESTION	åá ÊÑíÏ ÇáÇÓÊÓáÇã ÍŞÇğ¿
GOLDEN_LAND_CHAT_MESSAGE_CANNOT_USE_FRUIT_BOX_EVENT_CLOSED	áã íÚÏ ÈÅãßÇäß ÇÓÊÎÏÇã åĞÇ ÇáÈäÏ áÃä ÇáÇÍÊİÇáíÉ ÇäÊåÊ.
GOLDEN_LAND_CHAT_MESSAGE_CANNOT_USE_MINE_TOWER_SKILL_PROCESSING	áÇ íãßä ÇÓÊÎÏÇã åĞÇ ÅĞÇ Êã ÈÇáİÚá ÊäÔíØ ÇáÈÑÌ ÇáãÊİÌÑ.
GOLDEN_LAND_CHAT_MESSAGE_FIND_CARD_CLEAR	áŞÏ æÌÏÊ ßá ÍŞæá ÇáÊæÊ ÇáĞåÈí! Óæİ ÊÊáŞì ãßÇİÃÊß İí ÇáÈÑíÏ.
GOLDEN_LAND_CHAT_MESSAGE_FIND_CARD_GOLDEN_FRUIT_FOUND	áŞÏ æÌÏÊ ÍŞá ÇáÊæÊ ÇáĞåÈí!
GOLDEN_LAND_CHAT_MESSAGE_FIND_CARD_GOLDEN_FRUIT_NOT_FOUND	ÑÈãÇ áã íßä Ğáß ÍŞá ÇáÊæÊ ÇáĞåÈí.
GOLDEN_LAND_CHAT_MESSAGE_FIND_CARD_NOT_ENOUGH_YELLOW_FRUIT	áíÓ áÏíß ãÇ íßİí ãä ÇáÊæÊ ÇáĞåÈí.
GOLDEN_LAND_CHAT_MESSAGE_MINE_TOWER_GUARD_CREATED	Êã ÊäÔíØ ÇáÍãÇíÉ ÖÏ ÇáÇäİÌÇÑ. ÃäÊ ãÍãí ãä ÇáÈÑÌ ÇáãÊİÌÑ ÇáÊÇáí.
GOLDEN_LAND_CHAT_MESSAGE_MINE_TOWER_SKILL_GUARDED	ÇáÍãÇíÉ ãä ÇáÇäİÌÇÑ ÊÍãíß æÊã ÇÓÊåáÇßåÇ. íãßä ááÃÈÑÇÌ ÇáãÊİÌÑÉ ÇáÂä ÅáÍÇŞ ÇáÖÑÑ Èß ãÑÉ ÃÎÑì.
GOLDEN_LAND_CHAT_MESSAGE_NOTICE_BATTLE_STAGE_START	ÓíÊã äŞáß Åáì ÇáãÓÊæì ÇáÊÇáí.
GOLDEN_LAND_CHAT_MESSAGE_NOTICE_DUNGEON_REMAIN_TIME_MIN	íãßäß ÇáÈŞÇÁ İí ÇáÃÑÖ ÇáĞåÈíÉ ãÏÉ %d ÏŞíŞÉ.
GOLDEN_LAND_CHAT_MESSAGE_NOTICE_EVENT_END	ÇäÊåÊ ÈÚËÉ ÈÑíãæÑÏíÇ.
GOLDEN_LAND_CHAT_MESSAGE_NOTICE_EVENT_START	ÈÏÃÊ ÈÚËÉ ÈÑíãæÑÏíÇ. ÇåÒã ÍÇÑÓ ÈÑíãæÑÏíÇ æÓÇİÑ Åáì ÇáÃÑÖ ÇáĞåÈíÉ!
GOLDEN_LAND_CHAT_MESSAGE_NOTICE_OASIS_SHOP	íãßäß ÔÑÇÁ ÈäæÏ ãä ÊÇÌÑ ÇáŞÇİáÉ.
GOLDEN_LAND_CHAT_MESSAGE_NOTICE_OASIS_STAGE_START	Óæİ íÊã äŞáß Åáì ÇáæÇÍÉ.
GOLDEN_LAND_CHAT_MESSAGE_NOTICE_STONE_SPAWN_AFTER_10SEC	ÓÊÙåÑ ÊãÇËíá ÈÑíãæÑÏíÇ ÎáÇá 10 ËæÇäò.
GOLDEN_LAND_CHAT_MESSAGE_NOT_ENOUGH_LEVEL	áÇ íãßäß ÇÓÊÎÏÇã åĞÇ ÇáÈäÏ áÃä ãÓÊæÇß ãäÎİÖ ÌÏğÇ.
GOLDEN_LAND_CHAT_MESSAGE_RESET_ALREADY_RESET	ŞãÊ ÈÇáİÚá ÈÅÚÇÏÉ ÊÚííä Ğáß.
GOLDEN_LAND_CHAT_MESSAGE_RESET_NOT_ENOUGH_ITEM	Åäß áÇ Êãáß ÈÏÇíÉ ÈÑíãæÑÏíÇ ÌÏíÏÉ.
GOLDEN_LAND_CHAT_MESSAGE_RESET_SUCCESS	Êã ÅÚÇÏÉ ÊÚííä ÏÎæáÇÊß æáæÍÉ ÇááÚÈÉ ÈäÌÇÍ.
GOLDEN_LAND_CHAT_MESSAGE_SHOP_NOT_ENOUGH_INVENTORY_SPACE	áÇ íæÌÏ ãßÇä ßÇİí İí ŞÇÆãÉ ÇáÌÑÏ.
GOLDEN_LAND_CHAT_MESSAGE_SHOP_NOT_ENOUGH_TREE_FRUIT	áíÓ áÏíß ãÇ íßİí ãä ÇáÊæÊ.
GOLDEN_LAND_CHAT_MESSAGE_SHOP_YELLOW_FRUIT_EXCEED	áÇ íãßäß ÔÑÇÁ ÇáãÒíÏ ãä ÇáÊæÊ ÇáĞåÈí áÃäß ÊÌÇæÒÊ ÈÇáİÚá ÇáÍÏ ÇáÃŞÕì ááÚÏÏ.
GOLDEN_LAND_CHAT_MESSAGE_TREE_FRUIT_GAINED	ÓÊÍÕá Úáì %d ÊæÊ ÈÑí.
GOLDEN_LAND_CHAT_MESSAGE_TREE_FRUIT_GAINED_WITH_POSSESS_INFO	ÓÊÍÕá Úáì %d ÊæÊ ÈÑí. (áÏíß %d ÊæÊ ÈÑí.)
GOLDEN_LAND_CHAT_MESSAGE_YELLOW_FRUIT_GAINED	ÍÕáÊ Úáì %d ÊæÊ ĞåÈí.
GOLDEN_LAND_FIND_CARD_QUESTION_OPEN_CARD	åá ÊÑÛÈ İí ÇáßÔİ Úä ÍŞá ãŞÇÈá %d ÊæÊ ĞåÈí¿
GOLDEN_LAND_FIND_CARD_QUESTION_RESET	ÓíÄÏí ÇÓÊÎÏÇã åĞÇ Åáì ÅÚÇÏÉ ÊÚííä ßá ÏÎæáÇÊß Åáì ÇáÃÑÖ ÇáĞåÈíÉ æáæÍÉ ÇááÚÈÉ İí ãåãÉ ÇáÊæÊ ÇáĞåÈí. åá ÊÑÛÈ İí ÇáãÊÇÈÚÉ¿
GOLDEN_LAND_REMAIN_MINE_TOWER_KILL_COUNT	ÇáÃÈÑÇÌ ÇáãÊİÌÑÉ ÇáãÊÈŞíÉ: %d
GOLDEN_LAND_REMAIN_STONE_KILL_COUNT	ÊãÇËíá ÈÑíãæÑÏíÇ ÇáãÊÈŞíÉ: %d
GREEDY_ROOM_DUNGEON_EXIT_DUNGEON_QUESTION_1	åá ÊÑíÏ ãÛÇÏÑÉ åĞÇ ÇáãßÇä¿ áÇ íãßäß ÇáÏÎæá ãÑÉ ÃÎÑì.
GREEDY_ROOM_DUNGEON_EXIT_DUNGEON_QUESTION_2	áã ÊÍÕá Úáì ãßÇİÃÊß ÈÚÏ.\n åá ÃäÊ ãÊÃßÏ Ãäß ÊÑíÏ ãÛÇÏÑÉ åĞÇ ÇáãßÇä¿ áÇ íãßäß ÇáÏÎæá ãÑÉ ÃÎÑì.
GREEDY_ROOM_DUNGEON_INFORMATION_BOARD_EXIT_DUNGEON	ÎÑæÌ
GUILDBANK_CLEARBANK	ÊÍĞíÑ: íÌÈ ÅİÑÇÛ ãÓÊæÏÚ ÇáÑÇÈØÉ!
GUILDBANK_DONT_MONEY_OUT	áíÓ åäÇß íÇäÛ İí Èäß ÇáÑÇÈØÉ!
GUILDBANK_GOLD_IN	ÅíÏÇÚ
GUILDBANK_GOLD_OUT	ÓÍÈ
GUILDBANK_ITEM_IN	ÅÏÎÇá
GUILDBANK_ITEM_OUT	ÅÎÑÇÌ
GUILDBANK_MONEYIN	ÅíÏÇÚ íÇäÛ
GUILDBANK_MONEYOUT	ÓÍÈ íÇäÛ
GUILDBANK_NOTUSE	áÇ Êãáß ÇáÍŞæŞ ÇááÇÒãÉ.
GUILDBANK_NOT_ENOUGH_MONEY	áÇ Êãáß ãÇ íßİí ãä ÇáíÇäÛ áÅíÏÇÚå.
GUILDBANK_OVER_INCOME	æÕáÊ ÇáÍÏ ÇáÃŞÕì áÍÓÇÈß.
GUILDBANK_OVER_MONEY	ÍÓÇÈ ÇáÑÇÈØÉ ããÊáÆ Úä ÂÎÑå.
GUILDLAND_ABANDON	ÊİæíÊ ÃÑÖ ÇáÑÇÈØÉ
GUILDLAND_ABANDON_TEXT1	åá ÊÑíÏ ÇáÊÎáí Úä ÃÑÖ ÇáÑÇÈØÉ¿
GUILDLAND_ABANDON_TEXT2	åá ÃäÊ ãÊÃßÏ Ãäß ÊÑíÏ ÇáÊÎáí Úä ÃÑÖ ÇáÑÇÈØÉ¿
GUILDLAND_ABANDON_TEXT3	áŞÏ Êã ÅÒÇáÉ ãÓÊæÏÚ ÇáÑÇÈØÉ æÌãíÚ ÇáãÈÇäí.
GUILDLAND_ACCEPT	äÚã
GUILDLAND_DONTHAVE_LAND	Åäß áÇ Êãáß Ãí ÃÑÖ ÑÇÈØÉ.
GUILDLAND_NOT	ßáøÇ
GUILDLIST_APPLICANT	åá ÊÑÛÈ İí ÊŞÏíã ØáÈ ÇáÇäÖãÇã ááÑÇÈØÉ¿
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	ÇáÚáæ áíÓ 12 ÈßÓá
GUILDMARK_UPLOADER_ERROR_16_WIDTH	ÇáÚÑÖ  áíÓ 16 ÈßÓá
GUILDMARK_UPLOADER_ERROR_64_WIDTH	Åä ÇáÚÑÖ ÃŞá ãä 64 ÈíßÓá
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	äÓÈÉ ÇáÚáæ áíÓÊ 128 ÈßÓá
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	Åä åĞå ÇááÚÈÉ áÇ ÊÏÚã åĞå ÇáÕæÑÉ.
GUILDMARK_UPLOADER_ERROR_PATH	ÇáÑÌÇÁ äŞá ÇáãÚØíÇÊ Åáì Çáãáİ İí metin2/upload.
GUILDMARK_UPLOADER_ERROR_SELECT	áã íÊã ÇÎÊíÇÑ Ãí ãáİ ááÕæÑÉ.
GUILDWAR_ALL	ãÚÇÑß (ãÚß.)
GUILDWAR_CTF_TITLE	ŞÊÇá ÇáÃÚáÇã
GUILDWAR_DRAW	ÊÚÇÏáÇÊ (ÊÚ.)
GUILDWAR_GAINSCORE_FIFTY	50 äŞØÉ
GUILDWAR_GAINSCORE_HUNDRED	100 äŞØÉ
GUILDWAR_GAINSCORE_THIRTY	30 äŞØÉ
GUILDWAR_GAMETIME_SIXTY	60 ÏŞíŞÉ
GUILDWAR_GAMETIME_TEN	10 ÏŞÇÆŞ
GUILDWAR_GAMETIME_THIRTY	30 ÏŞíŞÉ
GUILDWAR_INPUT_OTHERGUILD	ÇáÑÌÇÁ ÅÏÎÇá ÇáÑÇÈØÉ ÇáÎÕã.
GUILDWAR_LADDER	äŞÇØ ÇáÊÑÊíÈ
GUILDWAR_LIMIT_MEMBER_FIVE	ÃÏäì ÚÏÏ ãä ÇáãÔÇÑßíä ãÓãæÍ Èå åæ 5.
GUILDWAR_LOSE	åÒÇÆã (åÒ.)
GUILDWAR_NORMAL_TITLE	ãíÏÇä ÇáŞÊÇá
GUILDWAR_OVER_MEMBERCOUNT	æÕáÊ ÇáÍÏ ÇáÃŞÕì ÇáãÓãæÍ Èå ãä ÇáÃÚÖÇÁ.
GUILDWAR_QUESTION_LINE_1	ÃÚáäÊ ÇáÑÇÈØÉ %s ÇáÍÑÈ Úáì ÑÇÈØÊß.
GUILDWAR_QUESTION_LINE_2	åá ÊŞÈá¿ (%s)
GUILDWAR_RANKING	ÑÊÈÉ
GUILDWAR_RECODE_ALL	%d ãÚß.¡ %d ÇäÊ.¡ %d åÒ.¡ %d ÊÚ.
GUILDWAR_SELECT_MEMBER_COUNT	ÇÎÊÑ ÚÏÏ ÇáãÔÇÑßíä.
GUILDWAR_TYPE_DEFENSE	ŞÊÇá ÇáÏÑæÚ
GUILDWAR_TYPE_TIGER	ãÚÑßÉ ÇáÅÈÇÏÉ
GUILDWAR_TYPE_TIME	åÌæã Òãäí
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	ÓÇÍÉ ÇáÍÑÈ
GUILDWAR_WIN	ÇäÊÕÇÑÇÊ (ÇäÊ.)
GUILDWAR_WIN_FIVE	ÎãÓ ÌæáÇÊ
GUILDWAR_WIN_ONE	ÌæáÉ
GUILDWAR_WIN_THREE	ËáÇË ÌæáÇÊ
GUILDWINDOW_BASEINFO_BUILDING_EXP_HEADER	ÇáÎÈÑÉ ÇáÍÇáíÉ / ÇáÎÈÑÉ ÇáŞÕæì (ÇáÍÏ ÇáÃŞÕì: %d ãÓÊæì)
GUILDWINDOW_BASEINFO_BUILDING_GUILD_BANK_ALTER_OF_POWER	íãßäß ÊÍÓíä åĞÇ İí ÃÑÖ ÇáÑÇÈØÉ. (ÇáÍÏ ÇáÃŞÕì ááãÓÊæì: 3)
GUILDWINDOW_BASEINFO_BUILDING_LEVEL	ãÓÊæì
GUILDWINDOW_BASEINFO_LAND_DOES_NOT_EXIST	áíÓ áÏíß ÃÑÖ ÑÇÈØÉ.
GUILDWINDOW_BASEINFO_LAND_LOCATION_BUTTON_TOOLTIP	ãæŞÚ ÃÑÖ ÇáÑÇÈØÉ
GUILDWINDOW_BUTTON_BANKGOLDINFO	ÓÌá ãÓÊæÏÚ ÇáÑÇÈØÉ
GUILDWINDOW_BUTTON_BASEABANDON	ÊİæíÊ ÃÑÖ ÇáÑÇÈØÉ
GUILDWINDOW_BUTTON_BASEDEAL	ÈíÚ ÃÑÖ ÇáÑÇÈØÉ
GUILDWINDOW_BUTTON_BOARD	ãĞßÑÇÊ ÎÇÕÉ ÈÇáÑÇÈØÉ
GUILDWINDOW_BUTTON_BUILDING_USE_COST_LOG_BUTTON	äÙÑÉ ÚÇãÉ Úáì ÊßÇáíİ ÇáÇÓÊÎÏÇã
GUILDWINDOW_BUTTON_CHANGEMASTER	ÊÛííÑ ŞÇÆÏ ÇáÑÇÈØÉ
GUILDWINDOW_BUTTON_DECLARE	ÅÚáÇä ÇáÍÑÈ
GUILDWINDOW_BUTTON_DONATE	ÇáÊÈÑÚ
GUILDWINDOW_BUTTON_GOLDIN	ÅíÏÇÚ
GUILDWINDOW_BUTTON_GOLDOUT	ÓÍÈ
GUILDWINDOW_BUTTON_GRADE	ÅÏÇÑÉ ÇáÍŞæŞ
GUILDWINDOW_BUTTON_GUILDLIST	áÇÆÍÉ ÇáÑÇÈØÉ
GUILDWINDOW_BUTTON_GUILD_BATTLE	ãÚÑßÉ ÇáÑÇÈØÉ
GUILDWINDOW_BUTTON_GUILD_CONTENTS_LIST	ÇáÚæÏÉ Åáì äÇİĞÉ ãÚÑßÉ ÇáÑÇÈØÉ
GUILDWINDOW_BUTTON_HEALGSP	ÇÓÊÑÌÇÚ ŞæÉ ÇáÊäíä
GUILDWINDOW_BUTTON_INFO	ãÚáæãÇÊ Úä ÇáÑÇÈØÉ
GUILDWINDOW_BUTTON_LANDINFO	ãÚáæãÇÊ Úä ÇáÃÑÖ
GUILDWINDOW_BUTTON_MARK	ÊÍãíá ÚáÇãÉ ÇáÑÇÈØÉ
GUILDWINDOW_BUTTON_MEMBER	ÇáÃÚÖÇÁ
GUILDWINDOW_BUTTON_OFFER	ÊÈÑÚ ÈÇáÎÈÑÉ EXP
GUILDWINDOW_BUTTON_OUTMEMBER	ÍĞİ ÚÖæ
GUILDWINDOW_BUTTON_SKILL	ãåÇÑÇÊ ÇáÑæÇÈØ
GUILDWINDOW_BUTTON_SYMBOL	ÊÍãíá ÚáÇãÉ ÇáÑÇÈØÉ
GUILDWINDOW_BUY_GUILD_LAND	ÔÑÇÁ ÃÑÖ
GUILDWINDOW_CHANGE_BLACKSMITH	ÊÛííÑ ÇáÊÎÕÕ
GUILDWINDOW_CHANGE_OBJECT	ÊÌÏíÏ
GUILDWINDOW_CHANGE_SMELTER	ÅÚÇÏÉ ÈäÇÁ ÇáİÑä
GUILDWINDOW_CHANGE_SPECIAL_BUILDING	ÊÚÏíáÇÊ ÇáãĞÈÍ
GUILDWINDOW_CREATE_OBJECT	ÈäÇÁ ãÈäì
GUILDWINDOW_DEAL_GUILD_LAND	ÈíÚ ÇáÃÑÖ
GUILDWINDOW_GRADE_BANK	íãßäå ÇÓÊÎÏÇã Èäß ÇáÑÇÈØÉ æãÓÊæÏÚ ÇáÑÇÈØÉ
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	íãßäå ÍĞİ ÚÖæ ãä ÃÚÖÇÁ ÇáÑÇÈØÉ¿
GUILDWINDOW_GRADE_GRADENAME	ÇÓã ÇáÑÊÈÉ
GUILDWINDOW_GRADE_GRADENUMBER	ÑŞã ÇáÑÊÈÉ
GUILDWINDOW_GRADE_GUILDWAR	íãßäå ÇÎÊíÇÑ ÇáÃÚÖÇÁ ÇáãÓãæÍ áåã ÇáãÔÇÑßÉ İí ÇáŞÊÇá.
GUILDWINDOW_GRADE_INVITEAUTHORITY	íãßäå Öã áÇÚÈíä ÂÎÑíä Åáì ÇáÑÇÈØÉ
GUILDWINDOW_GRADE_NOTICEAUTHORITY	íãßäå ÅáÕÇŞ ÇáãĞßÑÇÊ ÇáÎÇÕÉ ÈÇáÑÇÈØÉ
GUILDWINDOW_GRADE_SKILLAUTHORITY	íãßäå ÇÓÊÚãÇá ãåÇÑÇÊ ÇáÑæÇÈØ
GUILDWINDOW_INFO_LEVEL5	+5% EXP Úáì ÊÈÑÚ ÇáÑÇÈØÉ
GUILDWINDOW_INFO_LEVEL10	íÑİÚ ÇáÚÏÏ ÇáÃŞÕì ááÃÚÖÇÁ
GUILDWINDOW_INFO_LEVEL15	ÊÎİíÖ Úáì ÇáÓÚÑ: ŞæÉ ÇáÊäíä
GUILDWINDOW_INFO_LEVEL20	Èäß: ÅÚİÇÁ ÖÑÇÆÈí
GUILDWINDOW_INFO_LEVEL25	+10% ÎÈÑÉ ááãÈÇäí
GUILDWINDOW_INFO_LEVEL30	-10% ÅíÌÇÑ ÇáÃÑÖ
GUILDWINDOW_INFO_LEVEL35	-15% ÅíÌÇÑ ÇáÃÑÖ
GUILDWINDOW_INFO_LEVEL40	-20% ÅíÌÇÑ ÇáÃÑÖ
GUILDWINDOW_INFO_LEVEL_TEXT	ãÓÊæì ÇáÑÇÈØÉ %d
GUILDWINDOW_LAND_BUY	ÔÑÇÁ ÇáÃÑÖ
GUILDWINDOW_LAND_TAX	ÇáÅíÌÇÑ
GUILDWINDOW_LIST_ALL	ÌãíÚ ÇáÅãÈÑÇØæÑíÇÊ
GUILDWINDOW_LIST_ALREADY_REGISTER	[ÑÇÈØÉ] áŞÏ ŞÏøãÊ ØáÈ ÇáÇäÖãÇã ãä ŞÈá.
GUILDWINDOW_LIST_APPLICANT_LIST	ŞÇÆãÉ ÇáãÑÔÍíä
GUILDWINDOW_LIST_CHRACTER_JOB	ØÈŞÉ
GUILDWINDOW_LIST_CHRACTER_LV	ãÓÊæì
GUILDWINDOW_LIST_CHRACTER_NAME	ÇÓã ÇáÔÎÕíÉ
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	ÊÏÑíÈ
GUILDWINDOW_LIST_EMPIRE_A	ÔíäÓæ
GUILDWINDOW_LIST_EMPIRE_B	ÔæäÌæ
GUILDWINDOW_LIST_EMPIRE_C	Ìíäæ
GUILDWINDOW_LIST_GUILDMEMBER	ÇáÃÚÖÇÁ
GUILDWINDOW_LIST_GUILD_LIST	áÇÆÍÉ ÇáÑÇÈØÉ
GUILDWINDOW_LIST_GUILD_LV	ãÓÊæì
GUILDWINDOW_LIST_GUILD_NAME	ÑÇÈØÉ
GUILDWINDOW_LIST_INPUT_GUILDNAME	[ÑÇÈØÉ] ÇáÑÌÇÁ ÅÏÎÇá ÇÓã ÇáÑÇÈØÉ.
GUILDWINDOW_LIST_LADDER	äŞÇØ ÇáÊÑÊíÈ
GUILDWINDOW_LIST_NOTPROMOTEGUILD	[ÑÇÈØÉ] áã ÊäÔÑ åĞå ÇáÑÇÈØÉ ÃíÉ ÅÚáÇä.
GUILDWINDOW_LIST_PROMOTE_GUILD	ØáÈ ÇäÖãÇã
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	áÇÆÍÉ ÇáÑÇÈØÉ
GUILDWINDOW_LIST_RANKING	ÇáÑÊÈÉ
GUILDWINDOW_LIST_RANKING_COUNT	ÇáÑÊÈÉ
GUILDWINDOW_LIST_REGISTER	ÇäÖã
GUILDWINDOW_LIST_REGISTER_GUILD	ØáÈ ÇäÖãÇã ááÑÇÈØÉ
GUILDWINDOW_LIST_SEARCH	ÈÍË
GUILDWINDOW_LIST_SELECT_GUILD	[ÑÇÈØÉ] ÇáÑÌÇÁ ÇÎÊíÇÑ ÑÇÈØÉ áÊŞÏíã ØáÈ ÇáÇäÖãÇã.
GUILDWINDOW_PROMOTE_REFRESH	ÅÔåÇÑ
GUILDWINDOW_PROMOTE_REGISTER	ÅÔåÇÑ
GUILDWINDOW_REFUND_REDUCED_TAX	ÇÓÊÑÏÇÏ ÊßÇáíİ ÇáÇÓÊÎÏÇã
GUILDWINDOW_SP_RECOVER	ŞæÉ ÇáÊøäíä ÇáÇÓØæÑí
GUILDWINDOW_UPGRADE_ALTEROFPOWER	ÊæÓíÚ ÇáãĞÈÍ
GUILDWINDOW_UPGRADE_GUILDBANK	ÊæÓíÚ ÇáÈäß
GUILD_ATTENDANCE_FAIL_ALREADY	áŞÏ ÔÇÑßÊ ÈÇáİÚá Çáíæã.
GUILD_ATTENDANCE_FAIL_JOIN_TIME	áÇ íãßäß ÇáãÔÇÑßÉ ÇáÂä. ÊÊã ÅÚÇÏÉ ÊÚííä ÇáãÔÇÑßÉ ÏÇÆãğÇ İí ÇáÓÇÚÉ 5:00.
GUILD_BANKINFO_CLOSE	ÃÛáŞ
GUILD_BANKINFO_NAME	ÚÖæ
GUILD_BANKINFO_TYPE	ÃÔíÇÁ/ÚãáÉ
GUILD_BANKINFO_USETYPE	ÚãáíÉ
GUILD_BANK_CLOSE	ÃÛáŞ
GUILD_BANK_INFO	ÓÌá ãÓÊæÏÚ ÇáÑÇÈØÉ
GUILD_BATTLE_APPLY_SUCCESS_MESSAGE	áŞÏ Êã ÈäÌÇÍ ÊÓÌíáß İí ãÚÑßÉ ÇáÑÇÈØÉ.
GUILD_BATTLE_AREA_INFO_TEXT	ÇáæŞÊ ÇáãõÊÈŞøí: %s\nÇáæÍæÔ ÇáãÊÈŞíÉ (%d/61)\nÇáÃÒÑŞ: (%s) ÇáÃÕİÑ: (%s) ÇáÃÎÖÑ: (%s) ÇáÃÍãÑ: (%s)
GUILD_BATTLE_AREA_INFO_TEXT_FONT	Tahoma:16
GUILD_BATTLE_AREA_UNDER_ATTCK_MESSAGE	ÓíÊã ãåÇÌãÉ ÇáæÍæÔ İí %s.
GUILD_BATTLE_CANNOT_APPLY_TIME_MESSAGE	áÇ íãßäß ÇáãÔÇÑßÉ İí ãÚÑßÉ ÇáÑÇÈØÉ åĞå ÇáãÑÉ áÃä ÌãíÚ ÇáÃãÇßä ãÃÎæĞÉ ÈÇáİÚá. ÍÇæá ãÑÉ ÃÎÑì İí ÇáãÑÉ ÇáŞÇÏãÉ!
