ACCE_ABSORB_COST	Koszty po³¹czenia: %d
GUILDWINDOW_BUTTON_BUILDING_USE_COST_LOG_BUTTON	Przegl¹d kosztów u¿ytkowania
GUILDWINDOW_BUTTON_CHANGEMASTER	Zmieñ lidera gildii
GUILDWINDOW_BUTTON_DECLARE	Wypowiedzenie wojny
GUILDWINDOW_BUTTON_DONATE	Wp³ata
GUILDWINDOW_BUTTON_GOLDIN	Wp³ata
GUILDWINDOW_BUTTON_GOLDOUT	Wyp³ata
GUILDWINDOW_BUTTON_GRADE	Zarz¹dzanie prawami
GUILDWINDOW_BUTTON_GUILDLIST	Lista gildii
GUILDWINDOW_BUTTON_GUILD_BATTLE	Bitwa Gildii
GUILDWINDOW_BUTTON_GUILD_CONTENTS_LIST	Wróæ do okna bitwy gildii
GUILDWINDOW_BUTTON_HEALGSP	Przywróæ Moc Smoka
GUILDWINDOW_BUTTON_INFO	Informacje o gildii
GUILDWINDOW_BUTTON_LANDINFO	Informacje o obszarze
GUILDWINDOW_BUTTON_MARK	Wgraj logo gildii
GUILDWINDOW_BUTTON_MEMBER	Cz³onkowie
GUILDWINDOW_BUTTON_OFFER	Wp³aæ PD
GUILDWINDOW_BUTTON_OUTMEMBER	Usuñ cz³onka gildii
GUILDWINDOW_BUTTON_SKILL	Umiejêtnoœci gildii
GUILDWINDOW_BUTTON_SYMBOL	Wgraj flagê gildii
GUILDWINDOW_BUY_GUILD_LAND	Zakup obszaru
GUILDWINDOW_CHANGE_BLACKSMITH	Zmieñ profesjê
GUILDWINDOW_CHANGE_OBJECT	Przebudowa
GUILDWINDOW_CHANGE_SMELTER	Przebudowa pieca
GUILDWINDOW_CHANGE_SPECIAL_BUILDING	Modyfikacje relikwiarza
GUILDWINDOW_CREATE_OBJECT	Budowa budynku
GUILDWINDOW_DEAL_GUILD_LAND	Sprzeda¿ obszaru
GUILDWINDOW_GRADE_BANK	Mo¿e u¿ywaæ banku gildii oraz magazynu gildii
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Mo¿e usuwaæ cz³onków gildii z gildii
GUILDWINDOW_GRADE_GRADENAME	Nazwa rangi
GUILDWINDOW_GRADE_GRADENUMBER	Numer rangi
GUILDWINDOW_GRADE_GUILDWAR	Mo¿e wybieraæ cz³onków gildii, którzy mog¹ wzi¹æ udzia³ w wojnie jako wojownicy
GUILDWINDOW_GRADE_INVITEAUTHORITY	Mo¿e przyj¹æ gracza do gildii
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Mo¿e przypi¹æ notatkê gildii
GUILDWINDOW_GRADE_SKILLAUTHORITY	Mo¿e u¿ywaæ umiejêtnoœci gildii
GUILDWINDOW_INFO_LEVEL5	+5% PD na dotacjê gildii
GUILDWINDOW_INFO_LEVEL10	Zwiêk. maks. licz. cz³onków
GUILDWINDOW_INFO_LEVEL15	Taniej: Moc Smoka
GUILDWINDOW_INFO_LEVEL20	Bank: Zwolnienie od podatku
GUILDWINDOW_INFO_LEVEL25	+10% PD dla budynków
GUILDWINDOW_INFO_LEVEL30	-10% na dzier¿awê ziemi
GUILDWINDOW_INFO_LEVEL35	-15% na dzier¿awê ziemi
GUILDWINDOW_INFO_LEVEL40	-20% na dzier¿awê ziemi
GUILDWINDOW_INFO_LEVEL_TEXT	Poziom gildii %d
GUILDWINDOW_LAND_BUY	Kup ziemiê
GUILDWINDOW_LAND_TAX	Dzier¿awa
GUILDWINDOW_LIST_ALL	Wszystkie Królestwa
GUILDWINDOW_LIST_ALREADY_REGISTER	[Gildia] Z³o¿y³eœ ju¿ podanie.
GUILDWINDOW_LIST_APPLICANT_LIST	Lista kandydatów
GUILDWINDOW_LIST_CHRACTER_JOB	Klasa
GUILDWINDOW_LIST_CHRACTER_LV	Poziom
GUILDWINDOW_LIST_CHRACTER_NAME	Nazwa postaci
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Profesja
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Cz³onek
GUILDWINDOW_LIST_GUILD_LIST	Lista gildii
GUILDWINDOW_LIST_GUILD_LV	Poziom
GUILDWINDOW_LIST_GUILD_NAME	Gildia
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Gilda] Wpisz nazwê gildii
GUILDWINDOW_LIST_LADDER	Punkty rangi
GUILDWINDOW_LIST_NOTPROMOTEGUILD	[Gildia] Ta gildia nie przeprowadza naboru.
GUILDWINDOW_LIST_PROMOTE_GUILD	Podanie
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Lista gildii
GUILDWINDOW_LIST_RANKING	Pozycja
GUILDWINDOW_LIST_RANKING_COUNT	Pozycja
GUILDWINDOW_LIST_REGISTER	Podania
GUILDWINDOW_LIST_REGISTER_GUILD	Z³ó¿ podanie do gildii
GUILDWINDOW_LIST_SEARCH	Szukaj
GUILDWINDOW_LIST_SELECT_GUILD	[Gildia] Wybierz gildiê, aby z³o¿y do niej podanie.
GUILDWINDOW_PROMOTE_REFRESH	Werbowanie
GUILDWINDOW_PROMOTE_REGISTER	Werbowanie
GUILDWINDOW_REFUND_REDUCED_TAX	Zwrot kosztów u¿ytkowania
GUILDWINDOW_SP_RECOVER	Moc Smoka
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Rozbudowa o³tarza
GUILDWINDOW_UPGRADE_GUILDBANK	Rozbudowa banku
GUILD_ATTENDANCE_FAIL_ALREADY	Dzisiaj wzi¹³eœ ju¿ udzia³.
GUILD_ATTENDANCE_FAIL_JOIN_TIME	Nie mo¿esz teraz wzi¹æ udzia³u. Udzia³ bêdzie zawsze resetowany o godz. 5:00.
GUILD_BANKINFO_CLOSE	Zamknij
GUILD_BANKINFO_NAME	Cz³onek gildii
GUILD_BANKINFO_TYPE	Przedmiot/Waluta
GUILD_BANKINFO_USETYPE	Akcja
GUILD_BANK_CLOSE	Zamknij
GUILD_BANK_INFO	Log Magazynu Gildii
GUILD_BATTLE_APPLY_SUCCESS_MESSAGE	Zarejestrowa³eœ siê do bitwy gildii.
GUILD_BATTLE_AREA_INFO_TEXT	Pozosta³y czas: %s\nPozosta³a liczba potworów (%d/61)\nNiebieska: (%s) ¯ó³ta: (%s) Zielona: (%s) Czerwona: (%s)
GUILD_BATTLE_AREA_INFO_TEXT_FONT	Tahoma:14b
GUILD_BATTLE_AREA_UNDER_ATTCK_MESSAGE	Potwory w %s zostan¹ zaatakowane.
GUILD_BATTLE_CANNOT_APPLY_TIME_MESSAGE	Tym razem nie mo¿esz wzi¹æ udzia³u w bitwie gildii, poniewa¿ wszystkie miejsca s¹ ju¿ zajête. Spróbuj ponownie nastêpnym razem!
GUILD_BATTLE_CANNOT_ENTER_JOIN_TIME	Jeszcze nie mo¿esz wzi¹æ udzia³u. Pozosta³y czas: %d min.
GUILD_BATTLE_CANNOT_ENTER_MAP_MESSAGE	Mo¿esz wejœæ tylko z pierwszej wioski lub z Dongan.
GUILD_BATTLE_CANNOT_ENTER_NOT_MATCHING_MESSAGE	Nie mo¿na by³o znaleŸæ pasuj¹cego przeciwnika dla twojej gildii. Spróbuj ponownie nastêpnym razem.
GUILD_BATTLE_CANNOT_GET_REWARD_NOT_ENOUGH_INEVENTORY	Masz za ma³o miejsca w ekwipunku.
GUILD_BATTLE_CANNOT_GUILD_ACTION_MESSAGE	
GUILD_BATTLE_CANNOT_PARTICIPATION_MESSAGE	Nie spe³niasz wszystkich wymagañ, aby wzi¹æ udzia³ w bitwie gildii.
GUILD_BATTLE_CANNOT_USE_MOVE_TICKET_NOT_OCCUPY_MESSAGE	Nie mo¿esz wejœæ do tej strefy, poniewa¿ zdoby³a j¹ ju¿ inna gildia.
GUILD_BATTLE_CANNOT_USE_PORTAL_NOT_OCCUPY	Mo¿esz go u¿yæ dopiero wtedy, gdy strefa zostanie zdobyta przez twoj¹ gildiê.
GUILD_BATTLE_CANNOT_USE_TICKET_NOT_MASTER	Tylko lider gildii mo¿e go u¿yæ.
GUILD_BATTLE_CANNOT_USE_TICKET_NOT_OPEN	Nie mo¿esz u¿yæ biletu bitwy gildii.
GUILD_BATTLE_CAN_NOT_USE_TICKET_MESSAGE	Zosta³ ju¿ u¿yty i nie mo¿e zostaæ zastosowany ponownie.
GUILD_BATTLE_CMD_FAIL_IMMEDIATELY_START	Musisz poczekaæ na udzia³ co najmniej 2 innych gildii.
GUILD_BATTLE_DEAD_TO_PLAYER	Pokona³ ciê cz³onek gildii %s.
GUILD_BATTLE_DROP_ITEM_BY_REWARD_BOX_MESSAGE	Z %s otrzyma³eœ %s.
GUILD_BATTLE_ENCOURAGE_MESSAGE	Bitwa gildii rozpocznie siê za %d min. Zarejestrowa³eœ siê do udzia³u. Przygotuj siê i daj z siebie wszystko!
GUILD_BATTLE_END_MESSAGE	Bitwa gildii dobieg³a koñca.
GUILD_BATTLE_END_REMAIN_TIME_MESSAGE	Bitwa gildii zakoñczy siê za %d min.
GUILD_BATTLE_ENTER_AREA_MESSAGE	Wkroczy³eœ do %s. Pokonaj wszystkie potwory!
GUILD_BATTLE_ENTER_BUTTON_TOOLTIP	WejdŸ
GUILD_BATTLE_ENTER_MESSAGE	Wkrótce zostaniesz zarejestrowany do bitwy gildii.
GUILD_BATTLE_ENTER_OCCUPY_AREA_MESSAGE	Wkroczy³eœ do %s.
GUILD_BATTLE_ENTER_OUTPOST_BLUE	Jesteœ czêœci¹ niebieskiej dru¿yny. Skorzystaj z portalu, aby udaæ siê do strefy bitwy gildii.
GUILD_BATTLE_ENTER_OUTPOST_GREEN	Jesteœ czêœci¹ zielonej dru¿yny. Skorzystaj z portalu, aby udaæ siê do strefy bitwy gildii.
GUILD_BATTLE_ENTER_OUTPOST_RED	Jesteœ czêœci¹ czerwonej dru¿yny. Skorzystaj z portalu, aby udaæ siê do strefy bitwy gildii.
GUILD_BATTLE_ENTER_OUTPOST_YELLOW	Jesteœ czêœci¹ ¿ó³tej dru¿yny. Skorzystaj z portalu, aby udaæ siê do strefy bitwy gildii.
GUILD_BATTLE_GET_GUILD_REWARD_MESSAGE	Otrzymujesz nagrodê gildii. Znajdziesz j¹ w swoim ekwipunku.
GUILD_BATTLE_GET_PERSONAL_REWARD_BUFF_MESSAGE	W nagrodê otrzymujesz buff! Zobacz ikonê buffu, by dowiedzieæ siê wiêcej.
GUILD_BATTLE_GUILD_REWARD_BUTTON_TOOLTIP	Otrzymano nagrodê gildii
GUILD_BATTLE_LIST_REMAIN_TIME	Pozosta³y czas: %s
GUILD_BATTLE_MONSTER_KILL_GUILD_MESSAGE	%s pokona³ %d potworów.
GUILD_BATTLE_NEED_REWARD_OPEN_KEY_MESSAGE	Nie masz klucza zwyciêzcy, potrzebnego do otwarcia skrzyni. Pokonaj potwory, aby znaleŸæ klucz.
GUILD_BATTLE_NOT_ENOUGH_INEVENTORY_MESSAGE	Zrób miejsce w swoim ekwipunku i spróbuj ponownie.
GUILD_BATTLE_NOT_ENOUGH_MOVE_TICKET_MESSAGE	Nie posiadasz biletu portalu gildii.
GUILD_BATTLE_NOT_ENOUGH_TIME_OF_CREATE_TO_APPLY	Jeszcze nie mo¿esz wzi¹æ udzia³u, poniewa¿ twoja gildia zosta³a za³o¿ona w ostatnich 24 godzinach.
GUILD_BATTLE_OCCUPY_AREA_MESSAGE	Strefa zosta³a podbita. Wkrótce otworzy siê portal i pojawi¹ siê potwory broni¹ce zdobytego obszaru.
GUILD_BATTLE_OCCUPY_AREA_MESSAGE_IN_OUTPOST	Podbito %s. Wkrótce otworzy siê portal i pojawi¹ siê potwory broni¹ce zdobytego obszaru.
GUILD_BATTLE_OCCUPY_AREA_OTHERS_GUILD_MESSAGE	Ta strefa zosta³a ju¿ zdobyta przez inn¹ gildiê. Wkrótce zostaniesz teleportowany z powrotem do posterunku gildii.
GUILD_BATTLE_ONGOING	Bitwa w toku
GUILD_BATTLE_OPEN_REWARD_BOX	Chcesz otworzyæ %s?
GUILD_BATTLE_OTHER_GUILD_ONGOING	Inne gildie ju¿ walcz¹.
GUILD_BATTLE_OUTPOST_REMAIN_TIME	Pozosta³y czas: %s
GUILD_BATTLE_OUTPOST_REMAIN_TIME_FONT	Tahoma:14b
GUILD_BATTLE_PAGE_ENTER_REQUIRMENTS	Zakwalifikowany?
GUILD_BATTLE_PAGE_START_REMAIN_TIME	Bitwa zaczyna siê za: %s
GUILD_BATTLE_PERSONAL_BUFF	Nagroda w postaci buffu
GUILD_BATTLE_PERSONAL_REWARD_BUTTON_TOOLTIP	Otrzymano nagrodê w postaci buffu
GUILD_BATTLE_PK_GUILD_MESSAGE	%s pokona³ %d graczy z innych gildii.
GUILD_BATTLE_PLAYER_KILL	Pokona³eœ cz³onka gildii z %s.
GUILD_BATTLE_QUALIFICATION	Aby wzi¹æ udzia³, pokonaj Króla Smoków\nalbo u¿yj biletu bitwy gildii.
GUILD_BATTLE_RELOAD_BUTTON_COOLTIME_MESSAGE	Spróbuj ponownie.
GUILD_BATTLE_RESULT_BOARD_REMAIN_TIME_MESSAGE	Zostaniesz teleportowany za %s.
GUILD_BATTLE_REVIVE_USE_SCROLL_MESSAGE	Zosta³eœ wskrzeszony za pomoc¹ wskrzeszenia gildii.
GUILD_BATTLE_START_MESSAGE	Bitwa gildii rozpoczê³a siê! Podejmij wyzwanie, klikaj¹c „WejdŸ” w menu bitwy gildii!
GUILD_BATTLE_STATUS_BOARD_PK	Uœmiercenia SC: %d
GUILD_BATTLE_STATUS_BOARD_REMAIN_MONSTER_COUNT	%s: %d / %d
GUILD_BATTLE_TEAM_NAME_BLUE	Niebieska
GUILD_BATTLE_TEAM_NAME_GREEN	Zielona
GUILD_BATTLE_TEAM_NAME_RED	Czerwona
GUILD_BATTLE_TEAM_NAME_YELLOW	¯ó³ta
GUILD_BATTLE_USE_MOVE_TICKET_MESSAGE	U¿y³eœ biletu portalu gildii i wkrótce zostaniesz teleportowany do %s.
GUILD_BATTLE_USE_SCROLL	Chcesz wzi¹æ udzia³ w bitwie gildii?
GUILD_BATTLE_USE_TICKET_CANCEL_MESSAGE	Twoja rejestracja do bitwy gildii zosta³a anulowana.
GUILD_BOARD_ID	Cz³onek gildii
GUILD_BOARD_TEXT	Wiadomoœæ
GUILD_BUILDING_CATEGORY_ALTAR	O³tarz
GUILD_BUILDING_CATEGORY_SMELT	Budynek Uszlachetniaj¹cy
GUILD_BUILDING_CATEGORY_SPECIAL	Relikwiarze
GUILD_BUILDING_CATEGORY_STORAGE	Magazyn gildii
GUILD_BUILDING_FIX_CHANGE	Czy naprawdê chcesz zmieniæ pozycjê?
GUILD_BUILDING_FIX_CHANGE_GOLD	Koszt: 1 000 000 Yang
GUILD_BUILDING_FIX_DELETE	Czy naprawdê chcesz skasowaæ obiekt?
GUILD_BUILDING_FIX_NEED_BUILDING	Brak budynku.
GUILD_BUILDING_GRADE	Ranga
GUILD_BUILDING_INVEST_BUILDING_CHANGED	Nie mo¿na by³o zainwestowaæ w ten budynek, poniewa¿ zosta³ on zmieniony.
GUILD_BUILDING_INVEST_BUILDING_EXP_TOOLTIP	Doœwiadczenie budynku
GUILD_BUILDING_INVEST_BUTTON_TOOLTIP	Zainwestuj doœwiadczenie budynku
GUILD_BUILDING_INVEST_NOT_ENOUGH_INVENTORY	Masz za ma³o miejsca w ekwipunku, aby otrzymaæ specjalne bilety budowlane.
GUILD_BUILDING_INVEST_NOT_ENOUGH_INVEST_COUNT	Wszystkie mo¿liwoœci inwestowania zosta³y ju¿ przez ciebie wykorzystane.
GUILD_BUILDING_INVEST_NOT_ENOUGH_ITEM	Liczba brakuj¹cych przedmiotów: %s.
GUILD_BUILDING_INVEST_QUESTION	Czy chcesz zainwestowaæ 1 %s w %s?
GUILD_BUILDING_INVEST_RESULT_MESSAGE_LEVEL_UP	%s osi¹gn¹³ poziom %s.
GUILD_BUILDING_INVEST_RESULT_MESSAGE_MAX_LEVEL	Ten budynek osi¹gn¹³ ju¿ maksymalny poziom i nie mo¿na go dalej ulepszaæ.
GUILD_BUILDING_INVEST_RESULT_MESSAGE_NORMAL	Inwestujesz z %s w %s %s PD.
GUILD_BUILDING_INVEST_RESULT_MESSAGE_NOT_ENOUGH_GUILD_LEVEL_TO_LEVEL_UP	Poziom gildii nie jest wystarczaj¹co wysoki, aby móc dalej ulepszaæ ten budynek. Najpierw zwiêksz poziom gildii.
GUILD_BUILDING_LANDSCAPE_BUTTON_TOOLTIP	Krajobraz
GUILD_BUILDING_LOG_PLUS	Pieñ+
GUILD_BUILDING_NAME	Nazwa Budynku
GUILD_BUILDING_PLY_PLUS	Dykta+
GUILD_BUILDING_SMELT_STONE	Kamieñ Runiczny
GUILD_BUILDING_STONE_PLUS	Kamieñ do Fundamentu+
GUILD_BUILDING_USE_COST_LOG_NOTUSE	Nie masz uprawnieñ do korzystania z tego przedmiotu.
GUILD_BUILDING_USE_COST_LOG_TYPE_FACILITY	Budynki Ulepszaj¹ce
GUILD_BUILDING_USE_COST_LOG_TYPE_SMELT	Budynek Uszlachetniaj¹cy
GUILD_BUILDING_USE_COST_LOG_TYPE_SPECIAL	Relikwiarze
GUILD_BUILDING_USE_COST_LOG_UI_CLOSE	Zamknij
GUILD_BUILDING_USE_COST_LOG_UI_NAME	Nazwa
GUILD_BUILDING_USE_COST_LOG_UI_TYPE	Typ budynku
GUILD_BUILDING_USE_COST_LOG_UI_YANG	Otrzymana iloœæ
GUILD_CANNOT_HEAL_GSP_ANYMORE	Energia Ducha Smoka jest ju¿ w pe³ni zregenerowana.
GUILD_CHANGEMASTER_TEXT1	Nowym liderem zostanie: %s
GUILD_CHANGEMASTER_TEXT2	Czy chcesz ustaliæ nowego lidera gildii?
GUILD_CHANGEMASTER_TEXT3	Czy naprawdê chcesz przekazaæ
GUILD_CHANGEMASTER_TEXT4	pozycjê lidera gildii?
GUILD_COMMENT	Napisz
GUILD_CONTENTS_ONGOING	Bitwa w toku
GUILD_CREATE_ERROR_INSULT_NAME	Nazwa Gildii jest niepoprawna.
GUILD_DEFAULT_GRADE	Cz³onkowie Gildii
GUILD_DELETE	Usuñ
GUILD_DELETE_PLAYER_EXP_ICON_TOOLTIP	Zastosowane doœwiadczenie
GUILD_DELETE_PLAYER_EXP_INPUT_VALUE_LESS_THAN_100	Minimalna liczba: 100
GUILD_DELETE_PLAYER_EXP_NOT_ENOUGH_EXP_1	Nie ma ¿adnych punktów doœwiadczenia dostêpnych do wykorzystania.
GUILD_DELETE_PLAYER_EXP_NOT_ENOUGH_EXP_2	Za ma³o Punktów Doœwiadczenia.
GUILD_DELETE_PLAYER_EXP_NOT_ENOUGH_YANG	Za ma³o Yang.
GUILD_DELETE_PLAYER_YANG_ICON_TOOLTIP	Wymagana liczba
GUILD_DEPOSIT	Depozyt
GUILD_DISBAND_OR_LEAVE_OR_OUT_FAIL_MESSAGE	Nie mo¿esz teraz opuœciæ gildii, poniewa¿ bierzesz udzia³ w walce.
GUILD_DISBAND_SUCCESS_MESSAGE	Gildia zosta³a rozwi¹zana.
GUILD_DONATE_FAIL_NOT_ENOUGH_HIGH_ITEM	Masz za ma³o kuponów wysokich wp³at.
GUILD_DONATE_FAIL_NOT_ENOUGH_INVENTORY	Twój ekwipunek jest pe³ny. Nie mo¿esz wp³aciæ.
GUILD_DONATE_FAIL_NOT_ENOUGH_LEVEL	Aby wp³acaæ, musisz osi¹gn¹æ co najmniej poziom 30.
GUILD_DONATE_FAIL_NOT_ENOUGH_MIDDLE_ITEM	Masz za ma³o kuponów œrednich wp³at.
GUILD_DONATE_FAIL_NOT_ENOUGH_YANG	Za ma³o Yang.
GUILD_DONATE_FAIL_TIME	Mo¿esz wp³acaæ dopiero po 24 godzinach od przyst¹pienia do gildii.
GUILD_DONATE_QUESTION_HIGH	Czy chcesz dokonaæ wysokiej wp³aty?
GUILD_DONATE_QUESTION_MIDDLE	Czy chcesz dokonaæ œredniej wp³aty?
GUILD_DONATE_QUESTION_NORMAL	Czy chcesz dokonaæ ma³ej wp³aty?
GUILD_DO_YOU_HEAL_GSP	Czy chcesz odnowiæ za %d Yang %d Ducha Smoka?
GUILD_DO_YOU_JOIN	 zaprasza Ciê do swojej Gildii. Chcesz do niej do³¹czyæ?
GUILD_DRAGONLAIR_MIN	Min.
GUILD_DRAGONLAIR_OVERALL_RANKING_BOARD_TITLE_RED	Ranking ogólny: Schronienie Meley
GUILD_DRAGONLAIR_OVERALL_RANKING_BOARD_TITLE_WHITE	Ranking ogólny: Krypta Balathora
GUILD_DRAGONLAIR_PARTY_ALL	Ogólna lista najlepszych
GUILD_DRAGONLAIR_PARTY_LINE_FOUR	od 11. miejsca: 100 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_HELP	Pomoc
GUILD_DRAGONLAIR_PARTY_LINE_ONE	1. miejsce: 400 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_THREE	4. - 10. miejsce: 200 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_TWO	2. - 3. miejsce: 300 Gaya
GUILD_DRAGONLAIR_PARTY_MEMBER	Cz³onek
GUILD_DRAGONLAIR_PARTY_NOW	Tygodniowa lista najlepszych
GUILD_DRAGONLAIR_PARTY_PAST	Poprzednia lista najlepszych
GUILD_DRAGONLAIR_PARTY_TIME	Czas
GUILD_DRAGONLAIR_PARTY_TOOLTIP_TITLE	Nagroda
GUILD_DRAGONLAIR_RANKING_FAIL	PORA¯KA
GUILD_DRAGONLAIR_RANKING_NONE	NOWOŒÆ
GUILD_DRAGONLAIR_RANKING_SUCCESS	SUKCES
GUILD_DRAGONLAIR_SECOND	Sek.
GUILD_DRAGONLAIR_WEEKLY_RANKING_BOARD_TITLE_RED	Aktualny ranking: Schronienie Meley
GUILD_DRAGONLAIR_WEEKLY_RANKING_BOARD_TITLE_WHITE	Aktualny ranking: Krypta Balathora
GUILD_DRAGON_LAIR_DUNGEON_APPLY_SUCCESS	Zarejestrowa³eœ siê do Krypty Balathora. Porozmawiaj ze Stra¿nikiem Smoków Dolnarrem, aby wejœæ. Nastêpnie masz 10 minut, aby rozpocz¹æ walkê.
GUILD_DRAGON_LAIR_DUNGEON_START	Walka o Kryptê Balathora zosta³a rozpoczêta. Maksymalny czas pobytu wynosi jedn¹ godzinê.
GUILD_EMPTY_AREA	Wolna Ziemia
GUILD_ENEMY_GUILD_NAME	Nazwa Gildii wroga
GUILD_FACILITY	Przybudówka
GUILD_GEM	Klejnot
GUILD_HEADQUARTER	Budynek G³ówny
GUILD_HEAL_GSP	Regeneracja Ducha Smoka
GUILD_INFO_ENEMY_GUILD_EMPTY	Nikt
GUILD_LAND_BASEINFO_LAND_LOCATION_MESSAGE	Obszar gildii znajduje siê w %s we wspó³rzêdnych %d, %d.
GUILD_LAND_TEXT	Obszar gildii
GUILD_MARK_NOT_ENOUGH_LEVEL	Potrzebny przynajmniej 3 poziom
GUILD_MARK_UPLOAD_NOTICE	Poczekaj, aby zarejestrowaæ logo gildii.
GUILD_MEMBEROUT_AUTH	Nie mo¿esz usun¹æ ¿adnych cz³onków gildii.
GUILD_MEMBEROUT_NOMAL	Czy chcesz usun¹æ tego cz³onka gildii?
GUILD_MEMBER_JOB	Klasa
GUILD_MEMBER_KNIGHT	Wojownik
GUILD_MEMBER_LEVEL	Poziom
GUILD_MEMBER_NAME	Cz³onek gildii
GUILD_MEMBER_RANK	Ranga
GUILD_MEMBER_SPECIFIC_GRAVITY	Wp³acone PD
GUILD_MESSAGE_NOT_ENOUGH_GUILD_LEVEL_TO_OPEN_NON_NPC_GUILD_SHOP	Dostêpne od poziomu gildii 21.
GUILD_NAME	Nazwa Gildii
GUILD_NOT_ENOUGH_MATERIAL	Nie masz wystarczaj¹cej iloœci surowców na t¹ budowlê.
GUILD_NOT_ENOUGH_MONEY	Nie masz wystarczaj¹cej iloœci Yang na t¹ budowlê.
GUILD_NO_NOTICE_PERMISSION	Nie masz praw do tworzenia og³oszeñ.
GUILD_OBJECT	Obiekty
GUILD_OBJECT_POSSIBLE_NEWWORLD	Budynek ten jest dostêpny tylko na kontynencie Yohara.
GUILD_OFFER_EXP	PD do przekazania
GUILD_RED_DRAGONLAIR_WEEKLY_RANKING_REWARD_TOOLTIP	Nagrody rankingowe:\n1. miejsce: tytu³ "P³on¹cy Pogromca" i Smok Magmy (5 dni)\n2. miejsce: Smok Magmy (3 dni)\n3. miejsce: Smok Magmy (1 dzieñ)
GUILD_SELECT_ONE	Wybierz cz³onka gildii.
GUILD_SHORT_EXP	Za ma³o Punktów Doœwiadczenia.
GUILD_SITE_AUCTION_END_TIME	Licytacja obszaru: %02d/%02d (miesi¹c/dzieñ) o godz. %02d:%02d
GUILD_SITE_AUCTION_END_TIME_DEFAULT	Licytacja obszaru: N/A
GUILD_SITE_AUCTION_INFO	Oferowany obszar: %s / %d,%d
GUILD_SITE_AUCTION_INFO_DEFAULT	Oferowany obszar: N/A
GUILD_SITE_AUCTION_MAP_INFO	Data (miesi¹c/dzieñ): %02d/%02d; czas: godz. %02d:%02d
GUILD_SITE_AUCTION_STATE_NONE	Oddano wszystkie oferty.
GUILD_SITE_AUCTION_STATE_REGIST	W %s obszar zostanie licytowany %s,%s. Tylko liderzy gildii mog¹ zarejestrowaæ siê do licytacji obszaru.
GUILD_SITE_AUCTION_STATE_RUN	Licytacja obszaru koñczy siê %02d/%02d (miesi¹c/dzieñ) o godz. %02d:%02d.
GUILD_SITE_AUCTION_STATE_WAIT	%02d/%02d (miesi¹c/dzieñ) o godz. %02d:%02d rozpoczyna siê licytacja obszaru dla %s, kraj %d,%d.
GUILD_SITE_AUTO_ABNDON_TIME	Automatyczna rezygnacja z obszaru:  %s
GUILD_SITE_TAX_INFO	Rezygnacja z obszaru gildii nast¹pi za %s. Zostan¹ usuniête wszystkie przedmioty w magazynie gildii.
GUILD_SPECIAL_BUILDING_BUFF_GET_BUFF_BUTTON_TOOLTIP	Otrzymaj buff
GUILD_SPECIAL_BUILDING_BUFF_NOT_ENOUGH_SPECIAL_TICKET	Masz za ma³o specjalnych biletów budowlanych.
GUILD_SPECIAL_BUILDING_BUFF_NOT_ENOUGH_YANG_TO_REROLL	Masz za ma³o Yang.
GUILD_SPECIAL_BUILDING_BUFF_QUESTION_GET_BUFF	Czy chcesz otrzymaæ te buffy? W przypadku jednakowych efektów stosowana jest tylko wy¿sza wartoœæ.
GUILD_SPECIAL_BUILDING_BUFF_REROLL_BUTTON_TOOLTIP	W zamian za odpowiedni¹ op³atê mo¿esz wymieniæ aktualn¹ listê buffów na now¹.
GUILD_SPECIAL_BUILDING_BUFF_REROLL_RESULT	Lista buffów zosta³a wymieniona.
GUILD_SPECIAL_BUILDING_SUMMON_REROLL_RESULT	Lista przywo³añ zosta³a wymieniona.
GUILD_SUMMON_DUNGEON_NOT_ENOUGH_SPECIAL_TICKET	Masz za ma³o specjalnych biletów budowlanych.
GUILD_SUMMON_DUNGEON_NOT_ENOUGH_YANG_TO_REROLL	Masz za ma³o Yang.
GUILD_SUMMON_DUNGEON_QUESTION_SUMMON	Czy chcesz przywo³aæ potwora?
GUILD_SUMMON_DUNGEON_REROLL_BUTTON_TOOLTIP	W zamian za odpowiedni¹ op³atê mo¿esz wymieniæ aktualn¹ listê przywo³añ na now¹.
GUILD_SUMMON_DUNGEON_SUMMON_BUTTON_TOOLTIP	Przywo³aj
GUILD_TILE_BASEINFO	Informacje o obszarze
GUILD_TILE_BOARD	Notatka gildii
GUILD_TILE_GRADE	Zarz¹dzanie Prawami
GUILD_TILE_GUILD_BATTLE	Bitwa Gildii
GUILD_TILE_GUILD_CONTENTS_LIST	Bitwa Gildii
GUILD_TILE_INFO	Informacje o Gildii
GUILD_TILE_MEMBER	Cz³onek
